load
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
293,422134
293,422134
293,6826449
297,1561238
296,808776
297,5034717
299,934907
301,4979725
298,7191894
295,2457104
288,1250786
277,8783157
269,1077814
265,0264436
263,550215
263,550215
265,9816503
267,8920637
273,44963
282,2201644
289,6881441
294,3773407
294,3773407
289,3407962
310,6158548
310,0079959
310,9632027
314,0893337
314,0893337
314,6971925
316,8681169
318,7785303
315,9997471
312,5262682
304,2767557
293,5958079
284,4779257
280,6570989
279,0940333
278,7466854
281,3517946
283,522719
289,1671223
298,0244936
306,1871691
311,2237136
311,2237136
305,9266582
327,6359016
327,0280428
327,6359016
331,8040763
331,8040763
332,4119352
334,6696965
336,5801099
333,7144898
330,1541738
321,5573134
309,834322
299,934907
296,1140802
294,4641777
294,2036667
297,0692869
299,2402112
305,3187994
314,8708665
323,2072159
328,5911083
328,5911083
323,2072159
293,422134
293,422134
293,6826449
297,1561238
296,808776
297,5034717
299,934907
301,4979725
298,7191894
295,2457104
288,1250786
277,8783157
269,1077814
265,0264436
263,550215
263,550215
265,9816503
267,8920637
273,44963
282,2201644
289,6881441
294,3773407
294,3773407
289,3407962
310,6158548
310,0079959
310,9632027
314,0893337
314,0893337
314,6971925
316,8681169
318,7785303
315,9997471
312,5262682
304,2767557
293,5958079
284,4779257
280,6570989
279,0940333
278,7466854
281,3517946
283,522719
289,1671223
298,0244936
306,1871691
311,2237136
311,2237136
305,9266582
293,422134
293,422134
293,6826449
297,1561238
296,808776
297,5034717
299,934907
301,4979725
298,7191894
295,2457104
288,1250786
277,8783157
269,1077814
265,0264436
263,550215
263,550215
265,9816503
267,8920637
273,44963
282,2201644
289,6881441
294,3773407
294,3773407
289,3407962
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
277,1836199
276,5757611
277,1836199
280,222914
280,222914
281,1781207
283,0016971
284,5647627
281,7859795
279,0071964
271,6260536
262,0739865
254,0849849
250,0904841
248,7879295
248,5274186
251,3062018
253,4771261
258,0794857
266,3289982
273,1891191
278,0519896
277,4441308
273,1891191
277,1836199
276,5757611
277,1836199
280,222914
280,222914
281,1781207
283,0016971
284,5647627
281,7859795
279,0071964
271,6260536
262,0739865
254,0849849
250,0904841
248,7879295
248,5274186
251,3062018
253,4771261
258,0794857
266,3289982
273,1891191
278,0519896
277,4441308
273,1891191
261,0319428
260,424084
261,0319428
264,0712369
264,0712369
264,6790957
266,5026721
267,9789007
265,2869545
262,8555193
256,0822353
246,9643531
239,0621885
236,0228944
234,4598289
234,4598289
236,6307532
238,4543297
242,7093414
250,611506
257,037442
261,6398016
261,6398016
257,037442
261,0319428
260,424084
261,0319428
264,0712369
264,0712369
264,6790957
266,5026721
267,9789007
265,2869545
262,8555193
256,0822353
246,9643531
239,0621885
236,0228944
234,4598289
234,4598289
236,6307532
238,4543297
242,7093414
250,611506
257,037442
261,6398016
261,6398016
257,037442
261,0319428
260,424084
261,0319428
264,0712369
264,0712369
264,6790957
266,5026721
267,9789007
265,2869545
262,8555193
256,0822353
246,9643531
239,0621885
236,0228944
234,4598289
234,4598289
236,6307532
238,4543297
242,7093414
250,611506
257,037442
261,6398016
261,6398016
257,037442
261,0319428
260,424084
261,0319428
264,0712369
264,0712369
264,6790957
266,5026721
267,9789007
265,2869545
262,8555193
256,0822353
246,9643531
239,0621885
236,0228944
234,4598289
234,4598289
236,6307532
238,4543297
242,7093414
250,611506
257,037442
261,6398016
261,6398016
257,037442
261,0319428
260,424084
261,0319428
264,0712369
264,0712369
264,6790957
266,5026721
267,9789007
265,2869545
262,8555193
256,0822353
246,9643531
239,0621885
236,0228944
234,4598289
234,4598289
236,6307532
238,4543297
242,7093414
250,611506
257,037442
261,6398016
261,6398016
257,037442
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
216,3109014
215,7030426
216,6582493
219,6107064
219,2633585
220,1317282
221,3474458
223,6920441
220,739587
218,1344778
211,3611939
201,6354528
193,6464513
190,4334832
188,6099068
188,3493959
190,9545051
193,0385924
197,727789
205,7167906
212,2295636
216,6582493
217,1792711
212,2295636
216,3109014
215,7030426
216,6582493
219,6107064
219,2633585
220,1317282
221,3474458
223,6920441
220,739587
218,1344778
211,3611939
201,6354528
193,6464513
190,4334832
188,6099068
188,3493959
190,9545051
193,0385924
197,727789
205,7167906
212,2295636
216,6582493
217,1792711
212,2295636
277,1836199
276,5757611
277,1836199
280,222914
280,222914
281,1781207
283,0016971
284,5647627
281,7859795
279,0071964
271,6260536
262,0739865
254,0849849
250,0904841
248,7879295
248,5274186
251,3062018
253,4771261
258,0794857
266,3289982
273,1891191
278,0519896
277,4441308
273,1891191
345,0901333
345,0901333
345,6979921
349,9530038
349,258308
350,2135148
352,4712761
354,7290374
351,5160694
347,9557534
339,2720561
326,6806949
316,347095
311,8315724
310,2685069
310,2685069
313,134127
315,7392362
321,5573134
332,1514242
340,5746107
346,3926879
346,04534
340,5746107
345,0901333
345,0901333
345,6979921
349,9530038
349,258308
350,2135148
352,4712761
354,7290374
351,5160694
347,9557534
339,2720561
326,6806949
316,347095
311,8315724
310,2685069
310,2685069
313,134127
315,7392362
321,5573134
332,1514242
340,5746107
346,3926879
346,04534
340,5746107
401,0131443
400,6657964
401,3604922
406,0496888
405,7023409
406,7443846
409,4363308
412,04144
408,0469392
403,7050905
393,7188386
379,6512488
367,9282574
362,544365
360,5471146
359,9392558
363,5864087
366,2783549
373,5726607
385,643
396,0634368
402,4025359
402,4025359
395,7160889
420,6383004
420,6383004
420,8988113
425,6748449
425,6748449
426,7168885
429,0614868
432,1007809
428,0194431
423,6775945
412,8229728
398,2343612
385,729837
380,2591076
377,9145093
377,5671615
381,6484992
384,3404454
392,155773
404,6602972
414,4728753
421,5935071
421,5935071
414,4728753
401,0131443
400,6657964
401,3604922
406,0496888
405,7023409
406,7443846
409,4363308
412,04144
408,0469392
403,7050905
393,7188386
379,6512488
367,9282574
362,544365
360,5471146
359,9392558
363,5864087
366,2783549
373,5726607
385,643
396,0634368
402,4025359
402,4025359
395,7160889
441,0449892
439,6555976
441,3923371
446,1683706
446,1683706
446,8630664
449,5550126
452,6811437
448,5998059
443,7369354
432,4481288
417,3384954
403,9656014
398,1475242
395,7160889
395,7160889
399,1895679
402,9235578
410,8257224
423,5039205
434,5322162
442,0870329
441,739685
434,5322162
382,256358
381,3011513
382,9510538
386,5982067
386,5982067
387,9007613
390,1585226
392,5031209
388,5086201
384,6009563
374,9620522
361,7628322
350,2135148
345,2638073
342,919209
343,2665569
346,5663619
348,9109601
355,857918
367,0598876
376,6119547
383,2984017
383,2984017
376,6119547
201,8959637
201,2881049
202,4169856
205,3694427
205,3694427
205,9773015
207,714041
209,4507805
206,8456712
203,8932141
196,3383974
186,4389824
178,5368178
174,802828
173,0660885
173,0660885
175,6711977
178,015796
182,6181556
191,128179
198,0751369
202,4169856
202,7643335
197,814626
201,8959637
201,2881049
202,4169856
205,3694427
205,3694427
205,9773015
207,714041
209,4507805
206,8456712
203,8932141
196,3383974
186,4389824
178,5368178
174,802828
173,0660885
173,0660885
175,6711977
178,015796
182,6181556
191,128179
198,0751369
202,4169856
202,7643335
197,814626
261,0319428
260,424084
261,0319428
264,0712369
264,0712369
264,6790957
266,5026721
267,9789007
265,2869545
262,8555193
256,0822353
246,9643531
239,0621885
236,0228944
234,4598289
234,4598289
236,6307532
238,4543297
242,7093414
250,611506
257,037442
261,6398016
261,6398016
257,037442
230,639002
230,0311432
230,8995129
233,5914591
233,5914591
234,1993179
235,6755465
237,412286
234,8071768
232,1152306
225,5156206
216,5714123
208,8429216
205,8904645
204,414236
204,414236
206,4983234
208,2350628
213,0110964
220,739587
226,7313382
230,8995129
231,5073718
226,9918491
277,1836199
276,5757611
277,1836199
280,222914
280,222914
281,1781207
283,0016971
284,5647627
281,7859795
279,0071964
271,6260536
262,0739865
254,0849849
250,0904841
248,7879295
248,5274186
251,3062018
253,4771261
258,0794857
266,3289982
273,1891191
278,0519896
277,4441308
273,1891191
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
201,8959637
201,2881049
202,4169856
205,3694427
205,3694427
205,9773015
207,714041
209,4507805
206,8456712
203,8932141
196,3383974
186,4389824
178,5368178
174,802828
173,0660885
173,0660885
175,6711977
178,015796
182,6181556
191,128179
198,0751369
202,4169856
202,7643335
197,814626
216,3109014
215,7030426
216,6582493
219,6107064
219,2633585
220,1317282
221,3474458
223,6920441
220,739587
218,1344778
211,3611939
201,6354528
193,6464513
190,4334832
188,6099068
188,3493959
190,9545051
193,0385924
197,727789
205,7167906
212,2295636
216,6582493
217,1792711
212,2295636
201,8959637
201,2881049
202,4169856
205,3694427
205,3694427
205,9773015
207,714041
209,4507805
206,8456712
203,8932141
196,3383974
186,4389824
178,5368178
174,802828
173,0660885
173,0660885
175,6711977
178,015796
182,6181556
191,128179
198,0751369
202,4169856
202,7643335
197,814626
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
293,422134
293,422134
293,6826449
297,1561238
296,808776
297,5034717
299,934907
301,4979725
298,7191894
295,2457104
288,1250786
277,8783157
269,1077814
265,0264436
263,550215
263,550215
265,9816503
267,8920637
273,44963
282,2201644
289,6881441
294,3773407
294,3773407
289,3407962
293,422134
293,422134
293,6826449
297,1561238
296,808776
297,5034717
299,934907
301,4979725
298,7191894
295,2457104
288,1250786
277,8783157
269,1077814
265,0264436
263,550215
263,550215
265,9816503
267,8920637
273,44963
282,2201644
289,6881441
294,3773407
294,3773407
289,3407962
293,422134
293,422134
293,6826449
297,1561238
296,808776
297,5034717
299,934907
301,4979725
298,7191894
295,2457104
288,1250786
277,8783157
269,1077814
265,0264436
263,550215
263,550215
265,9816503
267,8920637
273,44963
282,2201644
289,6881441
294,3773407
294,3773407
289,3407962
310,6158548
310,0079959
310,9632027
314,0893337
314,0893337
314,6971925
316,8681169
318,7785303
315,9997471
312,5262682
304,2767557
293,5958079
284,4779257
280,6570989
279,0940333
278,7466854
281,3517946
283,522719
289,1671223
298,0244936
306,1871691
311,2237136
311,2237136
305,9266582
261,0319428
260,424084
261,0319428
264,0712369
264,0712369
264,6790957
266,5026721
267,9789007
265,2869545
262,8555193
256,0822353
246,9643531
239,0621885
236,0228944
234,4598289
234,4598289
236,6307532
238,4543297
242,7093414
250,611506
257,037442
261,6398016
261,6398016
257,037442
230,639002
230,0311432
230,8995129
233,5914591
233,5914591
234,1993179
235,6755465
237,412286
234,8071768
232,1152306
225,5156206
216,5714123
208,8429216
205,8904645
204,414236
204,414236
206,4983234
208,2350628
213,0110964
220,739587
226,7313382
230,8995129
231,5073718
226,9918491
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
245,1407766
244,8802657
245,4881245
247,9195598
248,1800707
248,7879295
250,2641581
251,8272236
249,3957883
246,7038422
240,625254
232,2020676
224,6472508
221,3474458
220,1317282
219,8712173
221,9553047
223,7788811
228,2944037
235,8492204
241,8409716
245,4881245
246,0959833
241,8409716
230,639002
230,0311432
230,8995129
233,5914591
233,5914591
234,1993179
235,6755465
237,412286
234,8071768
232,1152306
225,5156206
216,5714123
208,8429216
205,8904645
204,414236
204,414236
206,4983234
208,2350628
213,0110964
220,739587
226,7313382
230,8995129
231,5073718
226,9918491
261,0319428
260,424084
261,0319428
264,0712369
264,0712369
264,6790957
266,5026721
267,9789007
265,2869545
262,8555193
256,0822353
246,9643531
239,0621885
236,0228944
234,4598289
234,4598289
236,6307532
238,4543297
242,7093414
250,611506
257,037442
261,6398016
261,6398016
257,037442
201,8959637
201,2881049
202,4169856
205,3694427
205,3694427
205,9773015
207,714041
209,4507805
206,8456712
203,8932141
196,3383974
186,4389824
178,5368178
174,802828
173,0660885
173,0660885
175,6711977
178,015796
182,6181556
191,128179
198,0751369
202,4169856
202,7643335
197,814626
188,2625589
188,2625589
188,7835807
191,7360378
191,9965488
192,6044076
193,7332882
194,2543101
191,128179
186,5258194
178,7104918
170,1136314
161,7772819
158,9116618
157,6959442
158,5643139
162,0377928
165,5112718
170,7214902
178,7104918
185,0495909
189,3914395
189,1309286
185,0495909
188,2625589
188,2625589
188,7835807
191,7360378
191,9965488
192,6044076
193,7332882
194,2543101
191,128179
186,5258194
178,7104918
170,1136314
161,7772819
158,9116618
157,6959442
158,5643139
162,0377928
165,5112718
170,7214902
178,7104918
185,0495909
189,3914395
189,1309286
185,0495909
216,3109014
215,7030426
216,6582493
219,6107064
219,2633585
220,1317282
221,3474458
223,6920441
220,739587
218,1344778
211,3611939
201,6354528
193,6464513
190,4334832
188,6099068
188,3493959
190,9545051
193,0385924
197,727789
205,7167906
212,2295636
216,6582493
217,1792711
212,2295636
188,2625589
188,2625589
188,7835807
191,7360378
191,9965488
192,6044076
193,7332882
194,2543101
191,128179
186,5258194
178,7104918
170,1136314
161,7772819
158,9116618
157,6959442
158,5643139
162,0377928
165,5112718
170,7214902
178,7104918
185,0495909
189,3914395
189,1309286
185,0495909
173,6739473
173,6739473
174,2818061
177,0605893
177,0605893
177,6684481
178,5368178
179,4051876
176,5395674
171,9372078
165,4244348
156,9144114
149,4464317
146,5808115
145,7992788
146,5808115
149,7937796
152,3120518
157,4354332
164,816576
170,5478163
174,542317
174,542317
170,5478163
216,3109014
215,7030426
216,6582493
219,6107064
219,2633585
220,1317282
221,3474458
223,6920441
220,739587
218,1344778
211,3611939
201,6354528
193,6464513
190,4334832
188,6099068
188,3493959
190,9545051
193,0385924
197,727789
205,7167906
212,2295636
216,6582493
217,1792711
212,2295636
136,3340486
136,0735377
136,9419075
138,59181
139,9812015
139,9812015
139,7206906
137,2024184
131,731689
125,0452421
116,7957296
109,9356086
103,8570205
102,4676289
103,5965096
106,8963146
111,5855111
117,6640993
124,0031984
130,0817865
133,9026134
136,6813965
136,3340486
134,4236352
124,2637093
124,2637093
124,7847311
126,6951446
127,8240252
127,5635143
127,3030034
123,7426875
118,0114472
109,8487717
101,3387483
95,08648615
89,70259379
88,57371313
90,48412655
94,30495339
99,42833484
106,8094776
113,0617397
119,0534909
122,6138068
124,2637093
124,0031984
122,6138068
136,3340486
136,0735377
136,9419075
138,59181
139,9812015
139,9812015
139,7206906
137,2024184
131,731689
125,0452421
116,7957296
109,9356086
103,8570205
102,4676289
103,5965096
106,8963146
111,5855111
117,6640993
124,0031984
130,0817865
133,9026134
136,6813965
136,3340486
134,4236352
124,2637093
124,2637093
124,7847311
126,6951446
127,8240252
127,5635143
127,3030034
123,7426875
118,0114472
109,8487717
101,3387483
95,08648615
89,70259379
88,57371313
90,48412655
94,30495339
99,42833484
106,8094776
113,0617397
119,0534909
122,6138068
124,2637093
124,0031984
122,6138068
160,9957492
160,9957492
161,2562601
164,1218802
164,3823911
164,642902
165,5112718
164,903413
160,7352382
156,2197156
148,9254098
140,7627343
134,2499613
131,4711781
131,731689
132,8605697
136,7682335
140,7627343
145,7992788
152,8330736
158,130129
161,516771
161,2562601
158,4774769
173,6739473
173,6739473
174,2818061
177,0605893
177,0605893
177,6684481
178,5368178
179,4051876
176,5395674
171,9372078
165,4244348
156,9144114
149,4464317
146,5808115
145,7992788
146,5808115
149,7937796
152,3120518
157,4354332
164,816576
170,5478163
174,542317
174,542317
170,5478163
201,8959637
201,2881049
202,4169856
205,3694427
205,3694427
