price
210.993
210.993
210.993
88.90899999999999
88.90899999999999
88.90899999999999
94.217
98.198
98.198
98.198
108.814
108.814
108.814
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
112.795
115.449
115.449
115.449
115.449
115.449
115.449
115.449
115.449
115.449
115.449
115.449
115.449
104.833
106.16
106.16
108.814
108.814
108.814
108.814
108.814
110.14099999999999
112.795
118.103
139.335
161.894
163.221
163.221
163.221
161.894
161.894
161.894
161.894
161.894
161.894
161.894
161.894
134.027
134.027
134.027
167.202
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
169.856
139.335
141.989
141.989
163.221
169.856
168.529
165.875
168.529
165.875
165.875
165.875
165.875
165.875
165.875
165.875
163.221
163.221
163.221
163.221
163.221
163.221
163.221
163.221
163.221
122.084
123.411
123.411
140.662
155.259
155.259
155.259
157.91299999999998
157.91299999999998
159.24
161.894
167.202
167.202
168.529
168.529
167.202
167.202
167.202
167.202
167.202
167.202
167.202
167.202
167.202
141.989
155.259
155.259
171.183
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
173.837
112.795
114.122
116.776
119.42999999999999
119.42999999999999
116.776
114.122
114.122
114.122
114.122
114.122
114.122
114.122
112.795
111.46799999999999
103.506
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
78.29299999999999
78.29299999999999
79.62
79.62
79.62
79.62
79.62
79.62
79.62
79.62
79.62
80.947
87.582
87.582
87.582
87.582
87.582
87.582
87.582
87.582
87.582
87.582
87.582
87.582
80.947
80.947
80.947
84.928
86.255
86.255
86.255
86.255
88.90899999999999
90.23599999999999
94.217
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
124.738
204.358
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
212.32
124.738
128.719
131.373
138.00799999999998
138.00799999999998
138.00799999999998
138.00799999999998
138.00799999999998
138.00799999999998
138.00799999999998
138.00799999999998
138.00799999999998
138.00799999999998
135.35399999999998
128.719
127.392
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
103.506
103.506
106.16
107.487
107.487
107.487
107.487
107.487
107.487
107.487
108.814
108.814
108.814
110.14099999999999
110.14099999999999
108.814
108.814
108.814
108.814
108.814
108.814
108.814
108.814
108.814
98.198
98.198
98.198
107.487
118.103
118.103
118.103
118.103
118.103
118.103
118.103
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
119.42999999999999
120.75699999999999
132.7
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
135.35399999999998
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
80.947
83.601
83.601
83.601
83.601
83.601
83.601
84.928
90.23599999999999
98.198
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
119.42999999999999
112.795
119.42999999999999
164.548
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
180.47199999999998
122.084
128.719
131.373
135.35399999999998
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
140.662
103.506
108.814
110.14099999999999
115.449
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
122.084
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
120.75699999999999
110.14099999999999
110.14099999999999
110.14099999999999
120.75699999999999
120.75699999999999
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
122.084
103.506
115.449
115.449
131.373
131.373
131.373
131.373
131.373
132.7
132.7
135.35399999999998
141.989
141.989
143.316
143.316
141.989
141.989
141.989
141.989
141.989
141.989
141.989
141.989
141.989
123.411
123.411
123.411
126.065
127.392
126.065
126.065
126.065
126.065
128.719
131.373
136.68099999999998
136.68099999999998
132.7
131.373
131.373
131.373
131.373
131.373
131.373
131.373
131.373
131.373
131.373
118.103
118.103
118.103
118.103
118.103
118.103
124.738
124.738
124.738
128.719
143.316
144.643
144.643
144.643
144.643
145.97
145.97
144.643
144.643
144.643
144.643
144.643
144.643
144.643
128.719
134.027
175.164
228.244
233.552
233.552
233.552
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
210.993
228.244
233.552
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
234.879
98.198
98.198
99.52499999999999
100.852
100.852
99.52499999999999
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
80.947
84.928
86.255
86.255
87.582
87.582
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
88.90899999999999
86.255
87.582
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
99.52499999999999
99.52499999999999
100.852
100.852
100.852
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
86.255
86.255
87.582
87.582
88.90899999999999
90.23599999999999
90.23599999999999
90.23599999999999
90.23599999999999
98.198
98.198
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
91.563
91.563
92.89
92.89
92.89
92.89
92.89
92.89
92.89
92.89
94.217
94.217
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
91.563
95.544
98.198
110.14099999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
111.46799999999999
90.23599999999999
90.23599999999999
90.23599999999999
92.89
92.89
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
87.582
88.90899999999999
90.23599999999999
90.23599999999999
92.89
92.89
92.89
92.89
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
95.544
95.544
96.871
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
98.198
83.601
87.582
88.90899999999999
90.23599999999999
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
94.217
