2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
560.4435067,517.1203176,606.0617368,628.8708518,651.6799669,674.4890819,697.298197,720.107312,803.9393274,887.7713428,971.6033582,1055.435374,1139.267389,1223.099404,1306.93142,1390.763435,1474.59545,1558.427466,1584.920733,1611.864385,1639.26608,1667.133603,1695.474874,1724.297947,1753.611012,1783.4224,1813.74058,1844.57417
532.1923375,491.0530094,575.5110167,597.1703563,618.829696,640.4890356,662.1483752,683.8077148,760.1466626,836.4856104,912.8245581,989.1635059,1065.502454,1141.841401,1218.180349,1294.519297,1370.858245,1447.197192,1471.799545,1496.820137,1522.266079,1548.144603,1574.463061,1601.228933,1628.449825,1656.133472,1684.287741,1712.920632
552.0304495,509.3576033,596.9638848,619.4306025,641.8973202,664.3640378,686.8307555,709.2974731,820.3660339,931.4345947,1042.503156,1153.571716,1264.640277,1375.708838,1486.777399,1597.845959,1708.91452,1819.983081,1850.922793,1882.388481,1914.389085,1946.9337,1980.031572,2013.692109,2047.924875,2082.739598,2118.146171,2154.154656
521.429422,481.1220847,563.8720359,585.0933428,606.3146498,627.5359567,648.7572636,669.9785706,816.5118512,963.0451318,1109.578412,1256.111693,1402.644974,1549.178254,1695.711535,1842.244816,1988.778096,2135.311377,2171.61167,2208.529069,2246.074063,2284.257322,2323.089696,2362.582221,2402.746119,2443.592803,2485.133881,2527.381157
440.5556794,406.5000131,476.4154406,494.3453212,512.2752019,530.2050825,548.1349631,566.0648438,692.2870801,818.5093164,944.7315527,1070.953789,1197.176025,1323.398262,1449.620498,1575.842734,1702.064971,1828.287207,1859.36809,1890.977347,1923.123962,1955.817069,1989.06596,2022.880081,2057.269042,2092.242616,2127.81074,2163.983523
431.5498789,398.1903756,466.6765981,484.2399577,501.8033172,519.3666768,536.9300364,554.493396,656.3414392,758.1894824,860.0375256,961.8855688,1063.733612,1165.581655,1267.429698,1369.277742,1471.125785,1572.973828,1599.714383,1626.909528,1654.56699,1682.694629,1711.300437,1740.392545,1769.979218,1800.068865,1830.670035,1861.791426
514.2212703,474.4711348,556.0771647,577.0051119,597.9330591,618.8610062,639.7889534,660.7169006,738.9092291,817.1015576,895.2938861,973.4862146,1051.678543,1129.870872,1208.0632,1286.255529,1364.447857,1442.640186,1467.165069,1492.106875,1517.472692,1543.269728,1569.505313,1596.186903,1623.322081,1650.918556,1678.984171,1707.526902
642.6282607,592.9520573,694.9360554,721.0899527,747.24385,773.3977473,799.5516447,825.705542,958.0897949,1090.474048,1222.858301,1355.242554,1487.626807,1620.01106,1752.395313,1884.779565,2017.163818,2149.548071,2186.090389,2223.253925,2261.049242,2299.487079,2338.578359,2378.334191,2418.765873,2459.884892,2501.702936,2544.231886
750.7928328,692.755333,811.9048624,842.4608772,873.0168921,903.5729069,934.1289217,964.6849365,1124.952295,1285.219653,1445.487012,1605.75437,1766.021729,1926.289087,2086.556445,2246.823804,2407.091162,2567.358521,2611.003615,2655.390677,2700.532318,2746.441368,2793.130871,2840.614096,2888.904535,2938.015913,2987.962183,3038.75754
962.4515883,888.0525245,1040.791934,1079.962107,1119.132279,1158.302452,1197.472625,1236.642798,1479.678542,1722.714287,1965.750032,2208.785776,2451.821521,2694.857266,2937.89301,3180.928755,3423.9645,3667.000244,3729.339248,3792.738016,3857.214562,3922.787209,3989.474592,4057.29566,4126.269686,4196.416271,4267.755347,4340.307188
981.0131043,905.1792054,1060.864295,1100.789891,1140.715486,1180.641082,1220.566677,1260.492273,1497.971161,1735.450049,1972.928937,2210.407825,2447.886713,2685.365601,2922.844489,3160.323376,3397.802264,3635.281152,3697.080932,3759.931308,3823.85014,3888.855592,3954.966137,4022.200562,4090.577971,4160.117797,4230.839799,4302.764076
981.3238074,905.4658906,1061.200289,1101.138529,1141.07677,1181.01501,1220.953251,1260.891492,1507.518505,1754.145518,2000.772531,2247.399543,2494.026556,2740.653569,2987.280582,3233.907595,3480.534608,3727.161621,3790.523369,3854.962266,3920.496624,3987.145067,4054.926533,4123.860284,4193.965909,4265.26333,4337.772806,4411.514944
849.9293258,784.2284148,919.1107349,953.7014395,988.2921441,1022.882849,1057.473553,1092.064258,1344.014731,1595.965205,1847.915679,2099.866152,2351.816626,2603.7671,2855.717573,3107.668047,3359.618521,3611.568994,3672.965667,3735.406083,3798.907987,3863.489423,3929.168743,3995.964611,4063.89601,4132.982242,4203.24294,4274.69807
819.1142577,755.7954013,885.7874232,919.1240059,952.4605887,985.7971714,1019.133754,1052.470337,1277.999451,1503.528564,1729.057678,1954.586792,2180.115906,2405.64502,2631.174133,2856.703247,3082.232361,3307.761475,3363.99342,3421.181308,3479.34139,3538.490194,3598.644527,3659.821484,3722.038449,3785.313103,3849.663426,3915.107704
730.2479244,673.7985793,789.6876672,819.4075385,849.1274099,878.8472812,908.5671526,938.2870239,1107.387157,1276.48729,1445.587423,1614.687556,1783.787689,1952.887822,2121.987955,2291.088088,2460.188221,2629.288354,2673.986257,2719.444023,2765.674571,2812.691039,2860.506787,2909.135402,2958.590704,3008.886746,3060.03782,3112.058463
750.694408,692.6645166,811.7984262,842.3504353,872.9024444,903.4544535,934.0064626,964.5584717,1141.894534,1319.230596,1496.566658,1673.90272,1851.238782,2028.574844,2205.910906,2383.246968,2560.58303,2737.919092,2784.463716,2831.7996,2879.940193,2928.899176,2978.690462,3029.3282,3080.826779,3133.200834,3186.465249,3240.635158
780.5636672,720.2248338,844.0989434,875.8665815,907.6342195,939.4018576,971.1694957,1002.937134,1169.751885,1336.566636,1503.381387,1670.196138,1837.010889,2003.82564,2170.640391,2337.455142,2504.269893,2671.084644,2716.493082,2762.673465,2809.638914,2857.402775,2905.978623,2955.380259,3005.621724,3056.717293,3108.681487,3161.529072
752.9960182,694.7882086,814.2873797,844.9330605,875.5787413,906.2244221,936.8701029,967.5157837,1102.601129,1237.686475,1372.77182,1507.857166,1642.942511,1778.027856,1913.113202,2048.198547,2183.283893,2318.369238,2357.781515,2397.863801,2438.627486,2480.084153,2522.245584,2565.123758,2608.730862,2653.079287,2698.181635,2744.050723
734.5206903,677.7410534,794.3082218,824.2019876,854.0957534,883.9895192,913.883285,943.7770508,1101.955859,1260.134668,1418.313477,1576.492285,1734.671094,1892.849902,2051.028711,2209.20752,2367.386328,2525.565137,2568.499744,2612.16424,2656.571032,2701.732739,2747.662196,2794.372453,2841.876785,2890.18869,2939.321898,2989.29037
757.5532848,698.9931912,819.2155926,850.0467466,880.8779005,911.7090544,942.5402084,973.3713623,1173.093958,1372.816553,1572.539148,1772.261743,1971.984338,2171.706934,2371.429529,2571.152124,2770.874719,2970.597314,3021.097469,3072.456126,3124.68788,3177.807574,3231.830303,3286.771418,3342.646532,3399.471523,3457.262539,3516.036002
734.6951282,677.9020071,794.4968585,824.3977236,854.2985887,884.1994538,914.100319,944.0011841,1156.073405,1368.145625,1580.217845,1792.290066,2004.362286,2216.434507,2428.506727,2640.578948,2852.651168,3064.723389,3116.823686,3169.809689,3223.696454,3278.499293,3334.233781,3390.915756,3448.561323,3507.186866,3566.809043,3627.444796
740.6120533,683.3615443,800.8954015,831.0370756,861.1787497,891.3204238,921.4620979,951.603772,1155.192697,1358.781621,1562.370546,1765.95947,1969.548395,2173.137319,2376.726244,2580.315168,2783.904093,2987.493018,3038.280399,3089.931166,3142.459995,3195.881815,3250.211806,3305.465407,3361.658319,3418.80651,3476.926221,3536.033967
663.8828915,612.5636707,717.9207421,744.9396674,771.9585927,798.977518,825.9964433,853.0153687,997.6286951,1142.242021,1286.855348,1431.468674,1576.082001,1720.695327,1865.308654,2009.92198,2154.535306,2299.148633,2338.23416,2377.98414,2418.409871,2459.522838,2501.334727,2543.857417,2587.102993,2631.083744,2675.812168,2721.300975
621.5257228,573.4807797,672.1158414,697.4109006,722.7059599,748.0010192,773.2960784,798.5911377,921.2347949,1043.878452,1166.522109,1289.165767,1411.809424,1534.453081,1657.096738,1779.740396,1902.384053,2025.02771,2059.453181,2094.463885,2130.069771,2166.280957,2203.107734,2240.560565,2278.650095,2317.387146,2356.782728,2396.848034
642.0882545,592.4537944,694.3520945,720.4840144,746.6159344,772.7478544,798.8797744,825.0116943,970.7681689,1116.524644,1262.281118,1408.037593,1553.794067,1699.550542,1845.307017,1991.063491,2136.819966,2282.57644,2321.38024,2360.843704,2400.978047,2441.794674,2483.305183,2525.521371,2568.455235,2612.118974,2656.524996,2701.685921
622.3709789,574.260696,673.0298984,698.3593582,723.6888179,749.0182777,774.3477375,799.6771973,964.8149731,1129.952749,1295.090525,1460.228301,1625.366077,1790.503853,1955.641628,2120.779404,2285.91718,2451.054956,2492.72289,2535.099179,2578.195865,2622.025195,2666.599624,2711.931817,2758.034658,2804.921247,2852.604908,2901.099192
660.1611049,609.1295842,713.8960145,740.7634693,767.6309241,794.498379,821.3658338,848.2332886,995.9709973,1143.708706,1291.446415,1439.184124,1586.921832,1734.659541,1882.39725,2030.134958,2177.872667,2325.610376,2365.145752,2405.35323,2446.244235,2487.830387,2530.123504,2573.135603,2616.878908,2661.36585,2706.609069,2752.621424
627.135669,578.6570679,678.1824185,703.7057932,729.2291679,754.7525426,780.2759173,805.799292,991.6108228,1177.422354,1363.233884,1549.045415,1734.856946,1920.668477,2106.480007,2292.291538,2478.103069,2663.9146,2709.201148,2755.257567,2802.096946,2849.732594,2898.178048,2947.447075,2997.553675,3048.512088,3100.336793,3153.042519
532.4576188,491.2977841,575.7978911,597.4680272,619.1381634,640.8082995,662.4784356,684.1485718,859.8983118,1035.648052,1211.397792,1387.147532,1562.897272,1738.647012,1914.396752,2090.146492,2265.896232,2441.645972,2483.153953,2525.36757,2568.298819,2611.959899,2656.363217,2701.521392,2747.447256,2794.153859,2841.654475,2889.962601
525.2299484,484.6288243,567.9819124,589.3578945,610.7338765,632.1098585,653.4858405,674.8618225,831.6138727,988.3659229,1145.117973,1301.870023,1458.622073,1615.374124,1772.126174,1928.878224,2085.630274,2242.382324,2280.502824,2319.271372,2358.698985,2398.796868,2439.576415,2481.049214,2523.22705,2566.12191,2609.745983,2654.111664
625.3305055,576.9914464,676.2303206,701.6802281,727.1301357,752.5800433,778.0299508,803.4798584,922.7263623,1041.972866,1161.21937,1280.465874,1399.712378,1518.958882,1638.205386,1757.45189,1876.698394,1995.944897,2029.875961,2064.383852,2099.478378,2135.16951,2171.467392,2208.382337,2245.924837,2284.105559,2322.935354,2362.425255
762.8528604,703.883101,824.946536,855.9933738,887.0402117,918.0870495,949.1338873,980.1807251,1160.176915,1340.173105,1520.169296,1700.165486,1880.161676,2060.157866,2240.154056,2420.150247,2600.146437,2780.142627,2827.405052,2875.470937,2924.353943,2974.06796,3024.627116,3076.045777,3128.338555,3181.52031,3235.606156,3290.61146
871.8145401,804.4218667,942.7773327,978.2587289,1013.740125,1049.221521,1084.702918,1120.184314,1341.647318,1563.110322,1784.573326,2006.036331,2227.499335,2448.962339,2670.425343,2891.888347,3113.351351,3334.814355,3391.5062,3449.161805,3507.797556,3567.430114,3628.076426,3689.753725,3752.479539,3816.271691,3881.148309,3947.127831
1070.953664,988.1672146,1158.125716,1201.711743,1245.297769,1288.883795,1332.469821,1376.055847,1703.503568,2030.951289,2358.39901,2685.846731,3013.294452,3340.742173,3668.189894,3995.637615,4323.085336,4650.533057,4729.592119,4809.995185,4891.765103,4974.92511,5059.498836,5145.510317,5232.983992,5321.94472,5412.41778,5504.428882
1057.237307,975.5111541,1143.292894,1186.320687,1229.34848,1272.376274,1315.404067,1358.43186,1673.37572,1988.31958,2303.26344,2618.2073,2933.15116,3248.09502,3563.038879,3877.982739,4192.926599,4507.870459,4584.504257,4662.440829,4741.702323,4822.311263,4904.290554,4987.663494,5072.453773,5158.685487,5246.38314,5335.571654
1052.060496,970.7345193,1137.694708,1180.511814,1223.32892,1266.146025,1308.963131,1351.780237,1668.992867,1986.205498,2303.418129,2620.630759,2937.84339,3255.056021,3572.268651,3889.481282,4206.693912,4523.906543,4600.812954,4679.026774,4758.57023,4839.465923,4921.736844,5005.406371,5090.498279,5177.03675,5265.046374,5354.552163
919.4775357,848.4004357,994.3199369,1031.741138,1069.162338,1106.583539,1144.004739,1181.42594,1489.935055,1798.44417,2106.953285,2415.4624,2723.971515,3032.48063,3340.989745,3649.49886,3958.007975,4266.51709,4339.04788,4412.811694,4487.829493,4564.122595,4641.712679,4720.621794,4800.872365,4882.487195,4965.489477,5049.902798
882.8478245,814.6022603,954.7086895,990.639122,1026.569555,1062.499987,1098.43042,1134.360852,1432.743346,1731.12584,2029.508334,2327.890828,2626.273322,2924.655815,3223.038309,3521.420803,3819.803297,4118.185791,4188.194949,4259.394264,4331.803966,4405.444634,4480.337192,4556.502925,4633.963474,4712.740853,4792.857448,4874.336024
782.1154535,721.6566645,845.7770399,877.6078331,909.4386263,941.2694195,973.1002127,1004.931006,1237.625635,1470.320264,1703.014893,1935.709521,2168.40415,2401.098779,2633.793408,2866.488037,3099.182666,3331.877295,3388.519209,3446.124035,3504.708144,3564.288183,3624.881082,3686.50406,3749.174629,3812.910598,3877.730078,3943.651489
807.6765672,745.2418628,873.4187429,906.2898307,939.1609186,972.0320064,1004.903094,1037.774182,1296.395377,1555.016572,1813.637767,2072.258962,2330.880157,2589.501353,2848.122548,3106.743743,3365.364938,3623.986133,3685.593897,3748.248993,3811.969226,3876.772703,3942.677839,4009.703362,4077.868319,4147.192081,4217.694346,4289.39515
843.2665005,778.0806367,911.9055779,946.2251166,980.5446553,1014.864194,1049.183733,1083.503271,1337.893354,1592.283438,1846.673521,2101.063604,2355.453687,2609.84377,2864.233853,3118.623936,3373.014019,3627.404102,3689.069971,3751.784161,3815.564492,3880.429088,3946.396382,4013.485121,4081.714368,4151.103512,4221.672272,4293.440701
810.1458985,747.5203108,876.0890695,909.060655,942.0322405,975.0038261,1007.975412,1040.946997,1244.516038,1448.085078,1651.654119,1855.223159,2058.7922,2262.36124,2465.930281,2669.499321,2873.068362,3076.637402,3128.940238,3182.132222,3236.22847,3291.244354,3347.195508,3404.097832,3461.967495,3520.820942,3580.674898,3641.546371
779.5326012,719.2734709,842.983952,874.7096274,906.4353029,938.1609783,969.8866537,1001.612329,1230.253708,1458.895088,1687.536467,1916.177847,2144.819226,2373.460605,2602.101985,2830.743364,3059.384744,3288.026123,3343.922567,3400.769251,3458.582328,3517.378228,3577.173657,3637.98561,3699.831365,3762.728498,3826.694883,3891.748696
789.1364652,728.1349406,853.3695385,885.4860751,917.6026117,949.7191484,981.835685,1013.952222,1301.043738,1588.135254,1875.22677,2162.318286,2449.409802,2736.501318,3023.592834,3310.684351,3597.775867,3884.867383,3950.910128,4018.075601,4086.382886,4155.851395,4226.500868,4298.351383,4371.423357,4445.737554,4521.315092,4598.177449
772.0940158,712.4099001,834.9398906,866.362828,897.7857654,929.2087028,960.6316402,992.0545776,1294.634286,1597.213994,1899.793702,2202.373411,2504.953119,2807.532827,3110.112535,3412.692244,3715.271952,4017.85166,4086.155138,4155.619776,4226.265312,4298.111822,4371.179723,4445.489778,4521.063105,4597.921178,4676.085838,4755.579297
778.2323301,718.0737128,841.5778432,873.2505998,904.9233563,936.5961129,968.2688694,999.941626,1308.123855,1616.306084,1924.488313,2232.670542,2540.852771,2849.035,3157.217229,3465.399458,3773.581687,4081.763916,4151.153903,4221.723519,4293.492819,4366.482197,4440.712394,4516.204505,4592.979981,4671.060641,4750.468672,4831.226639
714.7058544,659.4579364,772.8805245,801.9678595,831.0551946,860.1425296,889.2298647,918.3171997,1134.555138,1350.793076,1567.031014,1783.268953,1999.506891,2215.744829,2431.982767,2648.220706,2864.458644,3080.696582,3133.068424,3186.330587,3240.498207,3295.586677,3351.61165,3408.589048,3466.535062,3525.466158,3585.399083,3646.350867
667.9250241,616.2933399,722.2918908,749.4753242,776.6587575,803.8421909,831.0256243,858.2090576,1045.461775,1232.714492,1419.967209,1607.219927,1794.472644,1981.725361,2168.978079,2356.230796,2543.483513,2730.73623,2777.158746,2824.370445,2872.384743,2921.215283,2970.875943,3021.380834,3072.744308,3124.980962,3178.105638,3232.133434
669.7652349,617.9912994,724.2818886,751.5402155,778.7985423,806.0568692,833.3151961,860.5735229,1074.309764,1288.046006,1501.782247,1715.518489,1929.25473,2142.990972,2356.727213,2570.463455,2784.199696,2997.935938,3048.900848,3100.732163,3153.44461,3207.053168,3261.573072,3317.019814,3373.409151,3430.757106,3489.079977,3548.394337
619.5461878,571.6542659,669.9751788,695.1896743,720.4041698,745.6186653,770.8331608,796.0476563,1048.566709,1301.085762,1553.604814,1806.123867,2058.64292,2311.161973,2563.681025,2816.200078,3068.719131,3321.238184,3377.699233,3435.12012,3493.517162,3552.906953,3613.306372,3674.73258,3737.203034,3800.735485,3865.347989,3931.058904
556.4441689,513.4301351,601.7368662,624.3832149,647.0295636,669.6759123,692.3222609,714.9686096,911.161131,1107.353652,1303.546174,1499.738695,1695.931216,1892.123738,2088.316259,2284.508781,2480.701302,2676.893823,2722.401018,2768.681836,2815.749427,2863.617167,2912.298659,2961.807736,3012.158468,3063.365162,3115.442369,3168.40489
549.3475763,506.8821206,594.0626347,616.4201639,638.7776931,661.1352224,683.4927516,705.8502808,945.1438367,1184.437393,1423.730948,1663.024504,1902.31806,2141.611616,2380.905172,2620.198728,2859.492284,3098.78584,3151.465199,3205.040108,3259.525789,3314.937728,3371.291669,3428.603627,3486.889889,3546.167017,3606.451857,3667.761538
497.1319029,458.7028031,537.5967798,557.8292183,578.0616568,598.2940952,618.5265337,638.7589722,860.7663562,1082.77374,1304.781124,1526.788508,1748.795892,1970.803276,2192.81066,2414.818044,2636.825428,2858.832813,2907.43297,2956.859331,3007.125939,3058.24708,3110.237281,3163.111315,3216.884207,3271.571238,3327.187949,3383.750145
477.1922404,440.3045088,516.0340954,535.4550229,554.8759504,574.2968779,593.7178054,613.1387329,819.3879138,1025.637095,1231.886276,1438.135457,1644.384637,1850.633818,2056.882999,2263.13218,2469.381361,2675.630542,2721.116261,2767.375238,2814.420617,2862.265767,2910.924285,2960.409998,3010.736968,3061.919496,3113.972128,3166.909654
528.6113382,487.7488272,571.6385361,593.152135,614.665734,636.1793329,657.6929318,679.2065308,854.9834607,1030.760391,1206.537321,1382.31425,1558.09118,1733.86811,1909.64504,2085.42197,2261.1989,2436.97583,2478.404419,2520.537294,2563.386428,2606.963998,2651.282386,2696.354186,2742.192207,2788.809475,2836.219236,2884.434963
636.8980102,587.6647644,688.7393816,714.6600673,740.580753,766.5014387,792.4221244,818.3428101,1076.222426,1334.102041,1591.981656,1849.861272,2107.740887,2365.620503,2623.500118,2881.379734,3139.259349,3397.138965,3454.890327,3513.623463,3573.355062,3634.102098,3695.881833,3758.711825,3822.609926,3887.594294,3953.683397,4020.896015
692.5862161,639.0481819,748.9604215,777.1475242,805.3346269,833.5217297,861.7088324,889.8959351,1213.642406,1537.388877,1861.135348,2184.881819,2508.62829,2832.374761,3156.121232,3479.867703,3803.614174,4127.360645,4197.525775,4268.883714,4341.454737,4415.259467,4490.318878,4566.654299,4644.287422,4723.240308,4803.535394,4885.195495
808.4375636,745.944033,874.2416819,907.143741,940.0458002,972.9478593,1005.849918,1038.751978,1512.178948,1985.605918,2459.032888,2932.459858,3405.886829,3879.313799,4352.740769,4826.167739,5299.594709,5773.02168,5871.163048,5970.97282,6072.479358,6175.711507,6280.698603,6387.470479,6496.057477,6606.490454,6718.800792,6833.020405
853.0638224,787.1206098,922.5003691,957.2186424,991.9369158,1026.655189,1061.373462,1096.091736,1570.297123,2044.50251,2518.707897,2992.913284,3467.118671,3941.324058,4415.529445,4889.734832,5363.940219,5838.145605,5937.394081,6038.32978,6140.981386,6245.37807,6351.549497,6459.525839,6569.337778,6681.01652,6794.593801,6910.101896
874.4545852,806.8578321,945.6322686,981.2211103,1016.809952,1052.398794,1087.987635,1123.576477,1625.743224,2127.909971,2630.076718,3132.243464,3634.410211,4136.576958,4638.743705,5140.910452,5643.077198,6145.243945,6249.713092,6355.958215,6464.009505,6573.897666,6685.653927,6799.310043,6914.898314,7032.451585,7152.003262,7273.587318
