,year,scenario_price,period,weight,hour,Load Profile,price
0,2023,mid,0,13.0,0,1480.2341791976671,1102.3291342494322
1,2023,mid,0,13.0,1,1562.207486714772,1060.3672939942921
2,2023,mid,0,13.0,2,1517.2937190935443,913.8637485194907
3,2023,mid,0,13.0,3,1622.0553503895862,901.2430950786157
4,2023,mid,0,13.0,4,1806.5962196559874,1051.014241161176
5,2023,mid,0,13.0,5,2052.830283638656,1219.1448778189638
6,2023,mid,0,13.0,6,2038.2097908397182,1405.7970666320382
7,2023,mid,0,13.0,7,1937.3098080542218,1668.1057340156888
8,2023,mid,0,13.0,8,1858.5997734333132,1691.223159396597
9,2023,mid,0,13.0,9,1589.5567811921176,1585.3786825294706
10,2023,mid,0,13.0,10,1189.2990811572952,1567.6149611162814
11,2023,mid,0,13.0,11,1198.8302674976019,1444.8151894882396
12,2023,mid,0,13.0,12,1203.6910795034707,1398.8708891045146
13,2023,mid,0,13.0,13,1194.0779365391245,1426.6394984791418
14,2023,mid,0,13.0,14,1455.0607331414608,1402.2826643302778
15,2023,mid,0,13.0,15,1882.6611157683874,1415.3475047247084
16,2023,mid,0,13.0,16,2008.1563121810098,1379.0336400155538
17,2023,mid,0,13.0,17,1842.7718427539473,1376.664453053225
18,2023,mid,0,13.0,18,1871.941404614739,1411.5151585114934
19,2023,mid,0,13.0,19,1709.3870527181716,1345.5407498395505
20,2023,mid,0,13.0,20,1439.5524794252797,1290.0367261540443
21,2023,mid,0,13.0,21,1223.180918253182,1249.741372259588
22,2023,mid,0,13.0,22,1183.2327533306618,1193.6621754927505
23,2023,mid,0,13.0,23,1100.5308314364277,1213.5448166732647
24,2023,mid,0,13.0,24,1048.3149285075099,1139.0964312863607
25,2023,mid,0,13.0,25,1009.8808853052789,1093.9864392001575
26,2023,mid,0,13.0,26,949.1869309667196,953.9954062038635
27,2023,mid,0,13.0,27,1105.4106333917691,938.5835350322533
28,2023,mid,0,13.0,28,1169.2935922411377,1085.7077473413829
29,2023,mid,0,13.0,29,1146.5254885298575,1284.6814548192528
30,2023,mid,0,13.0,30,1076.1439690767927,1481.193685338189
31,2023,mid,0,13.0,31,1044.030042459125,1725.1661344815095
32,2023,mid,0,13.0,32,1056.5431890433208,1765.1875028306126
33,2023,mid,0,13.0,33,971.6814871467324,1631.7421311710239
34,2023,mid,0,13.0,34,774.8791073472435,1597.5067813614896
35,2023,mid,0,13.0,35,612.2567145385987,1504.279086442065
36,2023,mid,0,13.0,36,546.6739630054744,1441.402113986409
37,2023,mid,0,13.0,37,744.3740215500683,1471.1060724062063
38,2023,mid,0,13.0,38,826.1987922964004,1452.778982050041
39,2023,mid,0,13.0,39,1036.4957992265058,1466.9312796901704
40,2023,mid,0,13.0,40,1096.8231783460978,1430.0326360429574
41,2023,mid,0,13.0,41,1065.9662018657823,1433.1413242993058
42,2023,mid,0,13.0,42,1052.9232587560195,1461.929158760003
43,2023,mid,0,13.0,43,1027.914110359824,1385.90829493053
44,2023,mid,0,13.0,44,1061.5243887395452,1357.5637563382782
45,2023,mid,0,13.0,45,1006.8029758430027,1315.701408536484
46,2023,mid,0,13.0,46,923.8985457426533,1228.269903029828
47,2023,mid,0,13.0,47,894.7140686988756,1267.0119209522027
48,2023,mid,0,13.0,48,872.7033333772857,1174.1415990666292
49,2023,mid,0,13.0,49,913.6917938719216,1116.2637189205936
50,2023,mid,0,13.0,50,935.7831019345929,1004.2061331375568
51,2023,mid,0,13.0,51,963.9217478744255,1008.843787893363
52,2023,mid,0,13.0,52,902.6741634704754,1113.4508155377862
53,2023,mid,0,13.0,53,881.674047119801,1334.537361969938
54,2023,mid,0,13.0,54,977.2222469790581,1553.129455392495
55,2023,mid,0,13.0,55,848.709955071903,1810.8819139529162
56,2023,mid,0,13.0,56,788.0900384715706,2015.7241937366027
57,2023,mid,0,13.0,57,706.8550325122977,1648.4508018551867
58,2023,mid,0,13.0,58,689.0466115559615,1618.5675848854228
59,2023,mid,0,13.0,59,639.7023297769217,1561.917046430251
60,2023,mid,0,13.0,60,669.2386334907958,1489.4629701878946
61,2023,mid,0,13.0,61,726.906497095599,1528.6443125234546
62,2023,mid,0,13.0,62,837.0218333775431,1499.0656801858458
63,2023,mid,0,13.0,63,1138.4993517882294,1534.1986151781036
64,2023,mid,0,13.0,64,1506.454280537003,1476.1896865433275
65,2023,mid,0,13.0,65,1579.4923386188498,1495.8594794136702
66,2023,mid,0,13.0,66,1681.1104028945208,1540.4531209547104
67,2023,mid,0,13.0,67,1750.5041374454693,1422.0306256301217
68,2023,mid,0,13.0,68,1466.3238490030917,1374.1961531436132
69,2023,mid,0,13.0,69,1227.84952429273,1351.6370520805249
70,2023,mid,0,13.0,70,1159.6980553433068,1258.4128652536408
71,2023,mid,0,13.0,71,998.4114940005921,1280.3918166229082
72,2023,mid,0,13.0,72,860.0764008610283,1119.1031302303452
73,2023,mid,0,13.0,73,888.6270595102659,1108.317909911136
74,2023,mid,0,13.0,74,929.5561668025018,1019.38201306502
75,2023,mid,0,13.0,75,1079.6662587332028,1013.364303042814
76,2023,mid,0,13.0,76,1360.9812943944414,1090.6941551004127
77,2023,mid,0,13.0,77,1611.6386136544143,1196.8521349633265
78,2023,mid,0,13.0,78,1736.254525279144,1255.0512679965702
79,2023,mid,0,13.0,79,1723.0418258599268,1437.319899772939
80,2023,mid,0,13.0,80,1668.265508812455,1517.2525992056578
81,2023,mid,0,13.0,81,1403.6490199756297,1418.7917561330296
82,2023,mid,0,13.0,82,1110.128982335401,1449.0459927300483
83,2023,mid,0,13.0,83,953.6867801678378,1408.6499277252228
84,2023,mid,0,13.0,84,959.0357184457753,1370.0296424018068
85,2023,mid,0,13.0,85,990.1284163231868,1308.850321836492
86,2023,mid,0,13.0,86,1213.2850018711847,1264.5159685689764
87,2023,mid,0,13.0,87,1416.6059316948667,1292.9809053047752
88,2023,mid,0,13.0,88,1658.4806105966045,1269.6579091996337
89,2023,mid,0,13.0,89,1896.606350566447,1329.513942502414
90,2023,mid,0,13.0,90,1908.3584968370117,1372.392669085198
91,2023,mid,0,13.0,91,1695.736508107675,1389.3183267790537
92,2023,mid,0,13.0,92,1245.2046466980953,1326.3213649478917
93,2023,mid,0,13.0,93,1124.0643761879844,1295.6900705906612
94,2023,mid,0,13.0,94,1022.2349622317473,1202.801589207937
95,2023,mid,0,13.0,95,1015.2146008706837,1190.319216474332
96,2023,mid,0,13.0,96,994.0835538157515,1071.6762123181024
97,2023,mid,0,13.0,97,865.336770629685,1067.4868191858104
98,2023,mid,0,13.0,98,984.7750188668306,969.7320609812564
99,2023,mid,0,13.0,99,1092.5514391858092,923.6733435470367
100,2023,mid,0,13.0,100,1254.9825486167715,1046.5504267257268
101,2023,mid,0,13.0,101,1329.4249188438778,1135.9284751243003
102,2023,mid,0,13.0,102,1292.02855721262,1186.7311185850901
103,2023,mid,0,13.0,103,1119.350449247831,1348.571283930218
104,2023,mid,0,13.0,104,941.9596022211216,1392.7849265573252
105,2023,mid,0,13.0,105,908.1518797458479,1338.2736759520426
106,2023,mid,0,13.0,106,803.0302851160799,1381.2722506946616
107,2023,mid,0,13.0,107,489.6404559719167,1363.536628431826
108,2023,mid,0,13.0,108,586.2434821743427,1318.136985895441
109,2023,mid,0,13.0,109,761.7386004889765,1241.7783314126789
110,2023,mid,0,13.0,110,816.7450265193273,1200.1907074915896
111,2023,mid,0,13.0,111,1002.9784615251496,1215.7884423349246
112,2023,mid,0,13.0,112,1209.117822756575,1206.53736923871
113,2023,mid,0,13.0,113,1388.878914052507,1252.4532778522955
114,2023,mid,0,13.0,114,1426.6839055681633,1312.1121452430975
115,2023,mid,0,13.0,115,1237.2701537612093,1354.9810782326658
116,2023,mid,0,13.0,116,1217.5790369235663,1260.685442203998
117,2023,mid,0,13.0,117,1114.8326467432055,1231.421598205447
118,2023,mid,0,13.0,118,1128.833928801044,1161.4844711519602
119,2023,mid,0,13.0,119,1151.5471384883435,1126.862463976962
120,2023,mid,0,13.0,120,1087.8328595950177,1026.2401927248216
121,2023,mid,0,13.0,121,1071.2830921821894,1031.6715787257508
122,2023,mid,0,13.0,122,1084.2223858412597,885.2772066325498
123,2023,mid,0,13.0,123,1133.715268404116,847.6514958099671
124,2023,mid,0,13.0,124,1569.7616424855019,997.3473728095274
125,2023,mid,0,13.0,125,1916.0938828445626,1081.5011156203539
126,2023,mid,0,13.0,126,1963.4745166335351,1123.8606568023984
127,2023,mid,0,13.0,127,1973.9458107247176,1245.523994348948
128,2023,mid,0,13.0,128,1925.8447990455677,1287.226272438291
129,2023,mid,0,13.0,129,1763.1401420833372,1238.290364546127
130,2023,mid,0,13.0,130,1530.6407320420265,1302.0318475750714
131,2023,mid,0,13.0,131,1283.3345431792204,1272.487768209268
132,2023,mid,0,13.0,132,1270.2684584711124,1234.3390552989085
133,2023,mid,0,13.0,133,1375.6166777740025,1177.4966534590988
134,2023,mid,0,13.0,134,1775.7617697149244,1132.059100070627
135,2023,mid,0,13.0,135,2090.439301951051,1165.1962527463063
136,2023,mid,0,13.0,136,2023.814025256602,1144.2658196605896
137,2023,mid,0,13.0,137,2150.1024441027494,1183.6231602826563
138,2023,mid,0,13.0,138,2108.530419442652,1223.9527229333166
139,2023,mid,0,13.0,139,1826.8508843868824,1277.1142091259082
140,2023,mid,0,13.0,140,1493.0600064478738,1180.5857800577946
141,2023,mid,0,13.0,141,1338.9119746943172,1169.8579128436127
142,2023,mid,0,13.0,142,1301.465485747043,1098.2312710174162
143,2023,mid,0,13.0,143,1307.9843433007823,1075.5218738349854
144,2023,mid,0,13.0,144,1176.0626250806406,1037.642602804822
145,2023,mid,0,13.0,145,1232.8069005760783,980.6599259372167
146,2023,mid,0,13.0,146,1350.4448708502764,803.4116847117834
147,2023,mid,0,13.0,147,1633.7403357438704,567.6116937345294
148,2023,mid,0,13.0,148,2067.984387098357,989.0042056431612
149,2023,mid,0,13.0,149,2169.2957975182953,1153.7190129435896
150,2023,mid,0,13.0,150,2204.3766923144794,1306.061604069119
151,2023,mid,0,13.0,151,1950.3106196161668,1573.6605841555913
152,2023,mid,0,13.0,152,1791.6765190604533,1609.3708866276663
153,2023,mid,0,13.0,153,1322.6199050474797,1508.3795170926285
154,2023,mid,0,13.0,154,1262.8300106921074,1455.6734718160012
155,2023,mid,0,13.0,155,1315.304622851693,1395.998294034418
156,2023,mid,0,13.0,156,1276.1760107920293,1364.9840143574659
157,2023,mid,0,13.0,157,1602.7038999356262,1360.3650612931694
158,2023,mid,0,13.0,158,1985.5581954263437,1332.3021528853021
159,2023,mid,0,13.0,159,1994.007339058651,1342.33211299132
160,2023,mid,0,13.0,160,2229.909332880546,1299.267614059867
161,2023,mid,0,13.0,161,2264.0388850258278,1320.5826082907092
162,2023,mid,0,13.0,162,2419.476080636692,1367.3550102490956
163,2023,mid,0,13.0,163,2133.6668850709384,1323.9475056422868
164,2023,mid,0,13.0,164,2118.3140106579317,1247.8428280244625
165,2023,mid,0,13.0,165,1814.7656651661034,1210.489292214694
166,2023,mid,0,13.0,166,1647.005626098298,1149.7405006676784
167,2023,mid,0,13.0,167,1545.1290803175882,1157.643288174935
168,2023,high,0,13.0,0,1480.2341791976671,1149.9270640450297
169,2023,high,0,13.0,1,1562.207486714772,1100.3150047468537
170,2023,high,0,13.0,2,1517.2937190935443,858.0141899121878
171,2023,high,0,13.0,3,1622.0553503895862,877.7216564680342
172,2023,high,0,13.0,4,1806.5962196559874,1093.1334119088453
173,2023,high,0,13.0,5,2052.830283638656,1278.3255798979524
174,2023,high,0,13.0,6,2038.2097908397182,1459.985600595213
175,2023,high,0,13.0,7,1937.3098080542218,1774.8922269308157
176,2023,high,0,13.0,8,1858.5997734333132,1809.1187759308675
177,2023,high,0,13.0,9,1589.5567811921176,1678.2183892510325
178,2023,high,0,13.0,10,1189.2990811572952,1659.2294609266685
179,2023,high,0,13.0,11,1198.8302674976019,1538.7628433270875
180,2023,high,0,13.0,12,1203.6910795034707,1447.7073164370106
181,2023,high,0,13.0,13,1194.0779365391245,1492.6843369976905
182,2023,high,0,13.0,14,1455.0607331414608,1488.263422921457
183,2023,high,0,13.0,15,1882.6611157683874,1480.9021726851536
184,2023,high,0,13.0,16,2008.1563121810098,1440.382839302808
185,2023,high,0,13.0,17,1842.7718427539473,1436.342848144635
186,2023,high,0,13.0,18,1871.941404614739,1470.4146655821874
187,2023,high,0,13.0,19,1709.3870527181716,1404.2745314365948
188,2023,high,0,13.0,20,1439.5524794252797,1364.248792402137
189,2023,high,0,13.0,21,1223.180918253182,1320.0118461768209
190,2023,high,0,13.0,22,1183.2327533306618,1238.814909938471
191,2023,high,0,13.0,23,1100.5308314364277,1266.8762041211696
192,2023,high,0,13.0,24,1048.3149285075099,1218.000118530496
193,2023,high,0,13.0,25,1009.8808853052789,1121.0459829656563
194,2023,high,0,13.0,26,949.1869309667196,931.1981962922607
195,2023,high,0,13.0,27,1105.4106333917691,918.8518418038165
196,2023,high,0,13.0,28,1169.2935922411377,1116.1492781168522
197,2023,high,0,13.0,29,1146.5254885298575,1349.8548166119058
198,2023,high,0,13.0,30,1076.1439690767927,1534.9875755103017
199,2023,high,0,13.0,31,1044.030042459125,1844.2470535743225
200,2023,high,0,13.0,32,1056.5431890433208,1884.6045075311945
201,2023,high,0,13.0,33,971.6814871467324,1732.957445765856
202,2023,high,0,13.0,34,774.8791073472435,1693.9153260703063
203,2023,high,0,13.0,35,612.2567145385987,1635.2772557304802
204,2023,high,0,13.0,36,546.6739630054744,1522.6618214045166
205,2023,high,0,13.0,37,744.3740215500683,1577.9606044347686
206,2023,high,0,13.0,38,826.1987922964004,1570.42001894568
207,2023,high,0,13.0,39,1036.4957992265058,1550.4392388885149
208,2023,high,0,13.0,40,1096.8231783460978,1497.9570456256927
209,2023,high,0,13.0,41,1065.9662018657823,1514.724442218223
210,2023,high,0,13.0,42,1052.9232587560195,1530.4197938355612
211,2023,high,0,13.0,43,1027.914110359824,1463.6812376556575
212,2023,high,0,13.0,44,1061.5243887395452,1432.2270812893046
213,2023,high,0,13.0,45,1006.8029758430027,1378.399570936828
214,2023,high,0,13.0,46,923.8985457426533,1286.6448740413293
215,2023,high,0,13.0,47,894.7140686988756,1325.5560584250125
216,2023,high,0,13.0,48,872.7033333772857,1245.476652570085
217,2023,high,0,13.0,49,913.6917938719216,1185.5805042204083
218,2023,high,0,13.0,50,935.7831019345929,1033.2300336605733
219,2023,high,0,13.0,51,963.9217478744255,1040.7374661481117
220,2023,high,0,13.0,52,902.6741634704754,1158.1496395733468
221,2023,high,0,13.0,53,881.674047119801,1385.7297335932903
222,2023,high,0,13.0,54,977.2222469790581,1590.9474667080683
223,2023,high,0,13.0,55,848.709955071903,1951.246662244064
224,2023,high,0,13.0,56,788.0900384715706,2152.032252704826
225,2023,high,0,13.0,57,706.8550325122977,1749.8996781071996
226,2023,high,0,13.0,58,689.0466115559615,1715.9505023876623
227,2023,high,0,13.0,59,639.7023297769217,1646.5451486433774
228,2023,high,0,13.0,60,669.2386334907958,1562.8060505547905
229,2023,high,0,13.0,61,726.906497095599,1619.2890586989392
230,2023,high,0,13.0,62,837.0218333775431,1613.2017988460748
231,2023,high,0,13.0,63,1138.4993517882294,1596.3445455684866
232,2023,high,0,13.0,64,1506.454280537003,1543.0074182575413
233,2023,high,0,13.0,65,1579.4923386188498,1583.684346453201
234,2023,high,0,13.0,66,1681.1104028945208,1606.9912120048077
235,2023,high,0,13.0,67,1750.5041374454693,1509.9371263748476
236,2023,high,0,13.0,68,1466.3238490030917,1451.884910319597
237,2023,high,0,13.0,69,1227.84952429273,1416.5646987661041
238,2023,high,0,13.0,70,1159.6980553433068,1308.0772309228444
239,2023,high,0,13.0,71,998.4114940005921,1338.0340793341718
240,2023,high,0,13.0,72,860.0764008610283,1161.978706997225
241,2023,high,0,13.0,73,888.6270595102659,1130.949077673518
242,2023,high,0,13.0,74,929.5561668025018,1048.6284239358577
243,2023,high,0,13.0,75,1079.6662587332028,1026.4824222592774
244,2023,high,0,13.0,76,1360.9812943944414,1111.1322426941886
245,2023,high,0,13.0,77,1611.6386136544143,1248.4425334851255
246,2023,high,0,13.0,78,1736.254525279144,1297.7321226681609
247,2023,high,0,13.0,79,1723.0418258599268,1502.8137664504616
248,2023,high,0,13.0,80,1668.265508812455,1628.1068352677803
249,2023,high,0,13.0,81,1403.6490199756297,1519.0824964794617
250,2023,high,0,13.0,82,1110.128982335401,1526.378913048345
251,2023,high,0,13.0,83,953.6867801678378,1485.1607064342452
252,2023,high,0,13.0,84,959.0357184457753,1419.754429138802
253,2023,high,0,13.0,85,990.1284163231868,1341.390362625643
254,2023,high,0,13.0,86,1213.2850018711847,1300.4119788120945
255,2023,high,0,13.0,87,1416.6059316948667,1323.353925388515
256,2023,high,0,13.0,88,1658.4806105966045,1289.856324786677
257,2023,high,0,13.0,89,1896.606350566447,1369.4739907951468
258,2023,high,0,13.0,90,1908.3584968370117,1428.5514466971526
259,2023,high,0,13.0,91,1695.736508107675,1444.2597547147154
260,2023,high,0,13.0,92,1245.2046466980953,1357.519935712696
261,2023,high,0,13.0,93,1124.0643761879844,1332.0534776308068
262,2023,high,0,13.0,94,1022.2349622317473,1222.8096148225902
263,2023,high,0,13.0,95,1015.2146008706837,1211.3428341928322
264,2023,high,0,13.0,96,994.0835538157515,1081.0431604708742
265,2023,high,0,13.0,97,865.336770629685,1074.0292199981272
266,2023,high,0,13.0,98,984.7750188668306,949.0961411528681
267,2023,high,0,13.0,99,1092.5514391858092,893.1721181896777
268,2023,high,0,13.0,100,1254.9825486167715,1065.2256783396958
269,2023,high,0,13.0,101,1329.4249188438778,1176.8787941413946
270,2023,high,0,13.0,102,1292.02855721262,1227.7548833760216
271,2023,high,0,13.0,103,1119.350449247831,1395.10253258428
272,2023,high,0,13.0,104,941.9596022211216,1475.6253427473944
273,2023,high,0,13.0,105,908.1518797458479,1412.7430043226339
274,2023,high,0,13.0,106,803.0302851160799,1456.077935202733
275,2023,high,0,13.0,107,489.6404559719167,1426.362310963365
276,2023,high,0,13.0,108,586.2434821743427,1346.7527031288064
277,2023,high,0,13.0,109,761.7386004889765,1270.664111497692
278,2023,high,0,13.0,110,816.7450265193273,1242.3185311301397
279,2023,high,0,13.0,111,1002.9784615251496,1252.6832020745203
280,2023,high,0,13.0,112,1209.117822756575,1235.1747701688882
281,2023,high,0,13.0,113,1388.878914052507,1309.8928372471066
282,2023,high,0,13.0,114,1426.6839055681633,1354.6662250951604
283,2023,high,0,13.0,115,1237.2701537612093,1397.9292667829948
284,2023,high,0,13.0,116,1217.5790369235663,1282.0224132791902
285,2023,high,0,13.0,117,1114.8326467432055,1261.8641079041881
286,2023,high,0,13.0,118,1128.833928801044,1136.679456427633
287,2023,high,0,13.0,119,1151.5471384883435,1124.3786642932967
288,2023,high,0,13.0,120,1087.8328595950177,1000.9124146397924
289,2023,high,0,13.0,121,1071.2830921821894,1016.8232407542076
290,2023,high,0,13.0,122,1084.2223858412597,837.9747580061578
291,2023,high,0,13.0,123,1133.715268404116,815.5410648283485
292,2023,high,0,13.0,124,1569.7616424855019,960.9381793298194
293,2023,high,0,13.0,125,1916.0938828445626,1107.027786144726
294,2023,high,0,13.0,126,1963.4745166335351,1144.3971275328481
295,2023,high,0,13.0,127,1973.9458107247176,1293.6604506903493
296,2023,high,0,13.0,128,1925.8447990455677,1352.0531350303966
297,2023,high,0,13.0,129,1763.1401420833372,1304.8545006253767
298,2023,high,0,13.0,130,1530.6407320420265,1360.6380219236155
299,2023,high,0,13.0,131,1283.3345431792204,1328.5368387620708
300,2023,high,0,13.0,132,1270.2684584711124,1264.7408579226217
301,2023,high,0,13.0,133,1375.6166777740025,1214.2955642670772
302,2023,high,0,13.0,134,1775.7617697149244,1165.3250402979822
303,2023,high,0,13.0,135,2090.439301951051,1192.2038068199001
304,2023,high,0,13.0,136,2023.814025256602,1154.0807289745592
305,2023,high,0,13.0,137,2150.1024441027494,1231.8555256918999
306,2023,high,0,13.0,138,2108.530419442652,1274.5472240204551
307,2023,high,0,13.0,139,1826.8508843868824,1317.1133451857581
308,2023,high,0,13.0,140,1493.0600064478738,1207.608501613505
309,2023,high,0,13.0,141,1338.9119746943172,1170.4380477115917
310,2023,high,0,13.0,142,1301.465485747043,1087.217480570499
311,2023,high,0,13.0,143,1307.9843433007823,1070.4233324459296
312,2023,high,0,13.0,144,1176.0626250806406,1057.6570732646571
313,2023,high,0,13.0,145,1232.8069005760783,984.4493013876983
314,2023,high,0,13.0,146,1350.4448708502764,763.3064818224343
315,2023,high,0,13.0,147,1633.7403357438704,526.7848037794435
316,2023,high,0,13.0,148,2067.984387098357,969.6529430062777
317,2023,high,0,13.0,149,2169.2957975182953,1198.1758696682741
318,2023,high,0,13.0,150,2204.3766923144794,1334.6696867406831
319,2023,high,0,13.0,151,1950.3106196161668,1669.4061453583242
320,2023,high,0,13.0,152,1791.6765190604533,1704.4424287005882
321,2023,high,0,13.0,153,1322.6199050474797,1600.445555929843
322,2023,high,0,13.0,154,1262.8300106921074,1556.7910895341133
323,2023,high,0,13.0,155,1315.304622851693,1467.477315764808
324,2023,high,0,13.0,156,1276.1760107920293,1400.7973958339305
325,2023,high,0,13.0,157,1602.7038999356262,1407.802306852523
326,2023,high,0,13.0,158,1985.5581954263437,1381.1600090505253
327,2023,high,0,13.0,159,1994.007339058651,1391.4692134577922
328,2023,high,0,13.0,160,2229.909332880546,1344.16850213533
329,2023,high,0,13.0,161,2264.0388850258278,1366.8457660421943
330,2023,high,0,13.0,162,2419.476080636692,1423.2966947981317
331,2023,high,0,13.0,163,2133.6668850709384,1373.2613559830934
332,2023,high,0,13.0,164,2118.3140106579317,1313.1981024542151
333,2023,high,0,13.0,165,1814.7656651661034,1257.5976797448934
334,2023,high,0,13.0,166,1647.005626098298,1181.0768403427205
335,2023,high,0,13.0,167,1545.1290803175882,1203.0393393261363
336,2023,low,0,15.0,0,959.1872209341358,358.29808396424704
337,2023,low,0,15.0,1,869.9294255035643,345.80686670436387
338,2023,low,0,15.0,2,784.4396727130346,228.76614602998376
339,2023,low,0,15.0,3,731.5404873794474,207.84572753541516
340,2023,low,0,15.0,4,805.6425433491331,316.96061418767425
341,2023,low,0,15.0,5,942.7415718883205,484.3629985327536
342,2023,low,0,15.0,6,985.3857351894959,754.2007252590224
343,2023,low,0,15.0,7,845.1808539446757,947.9450217286962
344,2023,low,0,15.0,8,699.9118509268003,997.0448362709592
345,2023,low,0,15.0,9,652.7219328857319,984.3779319053225
346,2023,low,0,15.0,10,489.7194162592519,911.4066649956073
347,2023,low,0,15.0,11,440.5578768073716,865.7015843723748
348,2023,low,0,15.0,12,376.2145091628866,759.8001746513931
349,2023,low,0,15.0,13,498.89088183257866,684.8045751641658
350,2023,low,0,15.0,14,580.1381786280758,688.6842732974097
351,2023,low,0,15.0,15,688.5922306895214,649.3552841374744
