Typical Week,TimeStep,load,weight_abs,weight_rel
0,64,9.52347554790921,29.0,0.5561643835616439
0,65,10.413820105677136,29.0,0.5561643835616439
0,66,10.710601624933178,29.0,0.5561643835616439
0,67,11.897727701957107,29.0,0.5561643835616439
0,68,11.897727701957107,29.0,0.5561643835616439
0,69,11.897727701957107,29.0,0.5561643835616439
0,70,11.897727701957107,29.0,0.5561643835616439
0,71,11.897727701957107,29.0,0.5561643835616439
0,72,11.897727701957107,29.0,0.5561643835616439
0,73,11.897727701957107,29.0,0.5561643835616439
0,74,11.897727701957107,29.0,0.5561643835616439
0,75,12.491290740469076,29.0,0.5561643835616439
0,76,13.084853778981042,29.0,0.5561643835616439
0,77,13.084853778981042,29.0,0.5561643835616439
0,78,13.084853778981042,29.0,0.5561643835616439
0,79,13.084853778981042,29.0,0.5561643835616439
0,80,12.194509221213147,29.0,0.5561643835616439
0,81,11.007383144189102,29.0,0.5561643835616439
0,82,9.820257067165205,29.0,0.5561643835616439
0,83,9.52347554790921,29.0,0.5561643835616439
0,84,9.52347554790921,29.0,0.5561643835616439
0,85,9.226694028653203,29.0,0.5561643835616439
0,86,8.33634947088521,29.0,0.5561643835616439
0,87,9.226694028653203,29.0,0.5561643835616439
0,88,9.52347554790921,29.0,0.5561643835616439
0,89,10.413820105677136,29.0,0.5561643835616439
0,90,10.710601624933178,29.0,0.5561643835616439
0,91,11.897727701957107,29.0,0.5561643835616439
0,92,11.897727701957107,29.0,0.5561643835616439
0,93,11.897727701957107,29.0,0.5561643835616439
0,94,11.897727701957107,29.0,0.5561643835616439
0,95,11.897727701957107,29.0,0.5561643835616439
0,96,11.897727701957107,29.0,0.5561643835616439
0,97,11.897727701957107,29.0,0.5561643835616439
0,98,11.897727701957107,29.0,0.5561643835616439
0,99,12.491290740469076,29.0,0.5561643835616439
0,100,13.084853778981042,29.0,0.5561643835616439
0,101,13.084853778981042,29.0,0.5561643835616439
0,102,13.084853778981042,29.0,0.5561643835616439
0,103,13.084853778981042,29.0,0.5561643835616439
0,104,12.194509221213147,29.0,0.5561643835616439
0,105,11.007383144189102,29.0,0.5561643835616439
0,106,9.820257067165205,29.0,0.5561643835616439
0,107,9.52347554790921,29.0,0.5561643835616439
0,108,9.52347554790921,29.0,0.5561643835616439
0,109,9.226694028653203,29.0,0.5561643835616439
0,110,8.33634947088521,29.0,0.5561643835616439
0,111,9.226694028653203,29.0,0.5561643835616439
0,112,9.52347554790921,29.0,0.5561643835616439
0,113,10.413820105677136,29.0,0.5561643835616439
0,114,10.710601624933178,29.0,0.5561643835616439
0,115,11.897727701957107,29.0,0.5561643835616439
0,116,11.897727701957107,29.0,0.5561643835616439
0,117,11.897727701957107,29.0,0.5561643835616439
0,118,11.897727701957107,29.0,0.5561643835616439
0,119,11.897727701957107,29.0,0.5561643835616439
0,120,11.897727701957107,29.0,0.5561643835616439
0,121,11.897727701957107,29.0,0.5561643835616439
0,122,11.897727701957107,29.0,0.5561643835616439
0,123,12.491290740469076,29.0,0.5561643835616439
0,124,13.084853778981042,29.0,0.5561643835616439
0,125,13.084853778981042,29.0,0.5561643835616439
0,126,13.084853778981042,29.0,0.5561643835616439
0,127,13.084853778981042,29.0,0.5561643835616439
0,128,12.194509221213147,29.0,0.5561643835616439
0,129,11.007383144189102,29.0,0.5561643835616439
0,130,9.820257067165205,29.0,0.5561643835616439
0,131,9.52347554790921,29.0,0.5561643835616439
0,132,9.52347554790921,29.0,0.5561643835616439
0,133,9.226694028653203,29.0,0.5561643835616439
0,134,8.33634947088521,29.0,0.5561643835616439
0,135,9.226694028653203,29.0,0.5561643835616439
0,136,9.52347554790921,29.0,0.5561643835616439
0,137,10.413820105677136,29.0,0.5561643835616439
0,138,10.710601624933178,29.0,0.5561643835616439
0,139,11.897727701957107,29.0,0.5561643835616439
0,140,11.897727701957107,29.0,0.5561643835616439
0,141,11.897727701957107,29.0,0.5561643835616439
0,142,11.897727701957107,29.0,0.5561643835616439
0,143,11.897727701957107,29.0,0.5561643835616439
0,144,11.897727701957107,29.0,0.5561643835616439
0,145,11.897727701957107,29.0,0.5561643835616439
0,146,11.897727701957107,29.0,0.5561643835616439
0,147,12.491290740469076,29.0,0.5561643835616439
0,148,13.084853778981042,29.0,0.5561643835616439
0,149,13.084853778981042,29.0,0.5561643835616439
0,150,13.084853778981042,29.0,0.5561643835616439
0,151,13.084853778981042,29.0,0.5561643835616439
0,152,12.194509221213147,29.0,0.5561643835616439
0,153,11.007383144189102,29.0,0.5561643835616439
0,154,9.820257067165205,29.0,0.5561643835616439
0,155,9.52347554790921,29.0,0.5561643835616439
0,156,9.52347554790921,29.0,0.5561643835616439
0,157,9.226694028653203,29.0,0.5561643835616439
0,158,8.33634947088521,29.0,0.5561643835616439
0,159,9.226694028653203,29.0,0.5561643835616439
0,160,9.52347554790921,29.0,0.5561643835616439
0,161,10.413820105677136,29.0,0.5561643835616439
0,162,10.710601624933178,29.0,0.5561643835616439
0,163,11.897727701957107,29.0,0.5561643835616439
0,164,11.897727701957107,29.0,0.5561643835616439
0,165,11.897727701957107,29.0,0.5561643835616439
0,166,11.897727701957107,29.0,0.5561643835616439
0,167,11.897727701957107,29.0,0.5561643835616439
1,0,296.2144231492028,11.0,0.21095890410958906
1,1,295.52193293760473,11.0,0.21095890410958906
1,2,296.2144231492028,11.0,0.21095890410958906
1,3,299.67687420718954,11.0,0.21095890410958906
1,4,299.67687420718954,11.0,0.21095890410958906
1,5,300.36936441878635,11.0,0.21095890410958906
1,6,302.4468350535782,11.0,0.21095890410958906
1,7,304.12859699602893,11.0,0.21095890410958906
1,8,301.0618546303833,11.0,0.21095890410958906
1,9,298.29189378399457,11.0,0.21095890410958906
1,10,290.57557428333894,11.0,0.21095890410958906
1,11,280.1882211093787,11.0,0.21095890410958906
1,12,271.1858483586133,11.0,0.21095890410958906
1,13,267.7233973006266,11.0,0.21095890410958906
1,14,265.94270818509057,11.0,0.21095890410958906
1,15,265.94270818509057,11.0,0.21095890410958906
1,16,268.4158875122246,11.0,0.21095890410958906
1,17,270.49335814701647,11.0,0.21095890410958906
1,18,275.340789628197,11.0,0.21095890410958906
1,19,284.34316237896235,11.0,0.21095890410958906
1,20,291.6637731872769,11.0,0.21095890410958906
1,21,296.9069133607997,11.0,0.21095890410958906
1,22,296.9069133607997,11.0,0.21095890410958906
1,23,291.6637731872769,11.0,0.21095890410958906
1,24,261.5899125693364,11.0,0.21095890410958906
1,25,260.89742235773946,11.0,0.21095890410958906
1,26,261.88669408859215,11.0,0.21095890410958906
1,27,264.9534364542378,11.0,0.21095890410958906
1,28,264.9534364542378,11.0,0.21095890410958906
1,29,265.64592666583474,11.0,0.21095890410958906
1,30,267.3276886082855,11.0,0.21095890410958906
1,31,269.306232069992,11.0,0.21095890410958906
1,32,266.33841687743273,11.0,0.21095890410958906
1,33,263.2716745117871,11.0,0.21095890410958906
1,34,255.75320935730198,11.0,0.21095890410958906
1,35,245.56371052951226,11.0,0.21095890410958906
1,36,236.7591921249175,11.0,0.21095890410958906
1,37,233.39566824001713,11.0,0.21095890410958906
1,38,231.7139062975664,11.0,0.21095890410958906
1,39,231.7139062975664,11.0,0.21095890410958906
1,40,234.08815845161405,11.0,0.21095890410958906
1,41,236.0667019133206,11.0,0.21095890410958906
1,42,241.5076964330139,11.0,0.21095890410958906
1,43,250.31221483760874,11.0,0.21095890410958906
1,44,257.1381897804969,11.0,0.21095890410958906
1,45,261.88669408859215,11.0,0.21095890410958906
1,46,262.57918430018907,11.0,0.21095890410958906
1,47,257.4349712997527,11.0,0.21095890410958906
1,48,278.1107504745868,11.0,0.21095890410958906
1,49,277.81396895533095,11.0,0.21095890410958906
1,50,278.50645916692787,11.0,0.21095890410958906
1,51,281.27642001331776,11.0,0.21095890410958906
1,52,281.57320153257353,11.0,0.21095890410958906
1,53,282.26569174417045,11.0,0.21095890410958906
1,54,283.9474536866212,11.0,0.21095890410958906
1,55,285.7281428021572,11.0,0.21095890410958906
1,56,282.9581819557685,11.0,0.21095890410958906
1,57,279.8914395901229,11.0,0.21095890410958906
1,58,272.96653747414933,11.0,0.21095890410958906
1,59,263.3706016848723,11.0,0.21095890410958906
1,60,254.76393762644813,11.0,0.21095890410958906
1,61,251.0047050492056,11.0,0.21095890410958906
1,62,249.61972462601062,11.0,0.21095890410958906
1,63,249.32294310675482,11.0,0.21095890410958906
1,64,251.69719526080362,11.0,0.21095890410958906
1,65,253.77466589559543,11.0,0.21095890410958906
1,66,258.91887889603186,11.0,0.21095890410958906
1,67,267.525542954456,11.0,0.21095890410958906
1,68,274.35151789734425,11.0,0.21095890410958906
1,69,278.50645916692787,11.0,0.21095890410958906
1,70,279.1989493785248,11.0,0.21095890410958906
1,71,274.35151789734425,11.0,0.21095890410958906
1,72,278.1107504745868,11.0,0.21095890410958906
1,73,277.81396895533095,11.0,0.21095890410958906
1,74,278.50645916692787,11.0,0.21095890410958906
1,75,281.27642001331776,11.0,0.21095890410958906
1,76,281.57320153257353,11.0,0.21095890410958906
1,77,282.26569174417045,11.0,0.21095890410958906
1,78,283.9474536866212,11.0,0.21095890410958906
1,79,285.7281428021572,11.0,0.21095890410958906
1,80,282.9581819557685,11.0,0.21095890410958906
1,81,279.8914395901229,11.0,0.21095890410958906
1,82,272.96653747414933,11.0,0.21095890410958906
1,83,263.3706016848723,11.0,0.21095890410958906
1,84,254.76393762644813,11.0,0.21095890410958906
1,85,251.0047050492056,11.0,0.21095890410958906
1,86,249.61972462601062,11.0,0.21095890410958906
1,87,249.32294310675482,11.0,0.21095890410958906
1,88,251.69719526080362,11.0,0.21095890410958906
1,89,253.77466589559543,11.0,0.21095890410958906
1,90,258.91887889603186,11.0,0.21095890410958906
1,91,267.525542954456,11.0,0.21095890410958906
1,92,274.35151789734425,11.0,0.21095890410958906
1,93,278.50645916692787,11.0,0.21095890410958906
1,94,279.1989493785248,11.0,0.21095890410958906
1,95,274.35151789734425,11.0,0.21095890410958906
1,96,278.1107504745868,11.0,0.21095890410958906
1,97,277.81396895533095,11.0,0.21095890410958906
1,98,278.50645916692787,11.0,0.21095890410958906
1,99,281.27642001331776,11.0,0.21095890410958906
1,100,281.57320153257353,11.0,0.21095890410958906
1,101,282.26569174417045,11.0,0.21095890410958906
1,102,283.9474536866212,11.0,0.21095890410958906
1,103,285.7281428021572,11.0,0.21095890410958906
1,104,282.9581819557685,11.0,0.21095890410958906
1,105,279.8914395901229,11.0,0.21095890410958906
1,106,272.96653747414933,11.0,0.21095890410958906
1,107,263.3706016848723,11.0,0.21095890410958906
1,108,254.76393762644813,11.0,0.21095890410958906
1,109,251.0047050492056,11.0,0.21095890410958906
1,110,249.61972462601062,11.0,0.21095890410958906
1,111,249.32294310675482,11.0,0.21095890410958906
1,112,251.69719526080362,11.0,0.21095890410958906
1,113,253.77466589559543,11.0,0.21095890410958906
1,114,258.91887889603186,11.0,0.21095890410958906
1,115,267.525542954456,11.0,0.21095890410958906
1,116,274.35151789734425,11.0,0.21095890410958906
1,117,278.50645916692787,11.0,0.21095890410958906
1,118,279.1989493785248,11.0,0.21095890410958906
1,119,274.35151789734425,11.0,0.21095890410958906
1,120,261.5899125693364,11.0,0.21095890410958906
1,121,260.89742235773946,11.0,0.21095890410958906
1,122,261.88669408859215,11.0,0.21095890410958906
1,123,264.9534364542378,11.0,0.21095890410958906
1,124,264.9534364542378,11.0,0.21095890410958906
1,125,265.64592666583474,11.0,0.21095890410958906
1,126,267.3276886082855,11.0,0.21095890410958906
1,127,269.306232069992,11.0,0.21095890410958906
1,128,266.33841687743273,11.0,0.21095890410958906
1,129,263.2716745117871,11.0,0.21095890410958906
1,130,255.75320935730198,11.0,0.21095890410958906
1,131,245.56371052951226,11.0,0.21095890410958906
1,132,236.7591921249175,11.0,0.21095890410958906
1,133,233.39566824001713,11.0,0.21095890410958906
1,134,231.7139062975664,11.0,0.21095890410958906
1,135,231.7139062975664,11.0,0.21095890410958906
1,136,234.08815845161405,11.0,0.21095890410958906
1,137,236.0667019133206,11.0,0.21095890410958906
1,138,241.5076964330139,11.0,0.21095890410958906
1,139,250.31221483760874,11.0,0.21095890410958906
1,140,257.1381897804969,11.0,0.21095890410958906
1,141,261.88669408859215,11.0,0.21095890410958906
1,142,262.57918430018907,11.0,0.21095890410958906
1,143,257.4349712997527,11.0,0.21095890410958906
1,144,296.2144231492028,11.0,0.21095890410958906
1,145,295.52193293760473,11.0,0.21095890410958906
1,146,296.2144231492028,11.0,0.21095890410958906
1,147,299.67687420718954,11.0,0.21095890410958906
1,148,299.67687420718954,11.0,0.21095890410958906
1,149,300.36936441878635,11.0,0.21095890410958906
1,150,302.4468350535782,11.0,0.21095890410958906
1,151,304.12859699602893,11.0,0.21095890410958906
1,152,301.0618546303833,11.0,0.21095890410958906
1,153,298.29189378399457,11.0,0.21095890410958906
1,154,290.57557428333894,11.0,0.21095890410958906
1,155,280.1882211093787,11.0,0.21095890410958906
1,156,271.1858483586133,11.0,0.21095890410958906
1,157,267.7233973006266,11.0,0.21095890410958906
1,158,265.94270818509057,11.0,0.21095890410958906
1,159,265.94270818509057,11.0,0.21095890410958906
1,160,268.4158875122246,11.0,0.21095890410958906
1,161,270.49335814701647,11.0,0.21095890410958906
1,162,275.340789628197,11.0,0.21095890410958906
1,163,284.34316237896235,11.0,0.21095890410958906
1,164,291.6637731872769,11.0,0.21095890410958906
1,165,296.9069133607997,11.0,0.21095890410958906
1,166,296.9069133607997,11.0,0.21095890410958906
1,167,291.6637731872769,11.0,0.21095890410958906
2,0,434.3167567763273,5.142857142857142,0.09863013698630137
2,1,433.22855787238814,5.142857142857142,0.09863013698630137
2,2,435.1081741610094,5.142857142857142,0.09863013698630137
2,3,439.26311543059415,5.142857142857142,0.09863013698630137
2,4,439.26311543059415,5.142857142857142,0.09863013698630137
2,5,440.7470230268732,5.142857142857142,0.09863013698630137
2,6,443.3191295270926,5.142857142857142,0.09863013698630137
2,7,445.990163200396,5.142857142857142,0.09863013698630137
2,8,441.4395132384713,5.142857142857142,0.09863013698630137
2,9,436.98779044963067,5.142857142857142,0.09863013698630137
2,10,426.00687423715885,5.142857142857142,0.09863013698630137
2,11,410.96994392818857,5.142857142857142,0.09863013698630137
2,12,397.8126299078396,5.142857142857142,0.09863013698630137
2,13,392.1737810419757,5.142857142857142,0.09863013698630137
2,14,389.5027473686711,5.142857142857142,0.09863013698630137
2,15,389.8984560610134,5.142857142857142,0.09863013698630137
2,16,393.657688638256,5.142857142857142,0.09863013698630137
2,17,396.3287223115594,5.142857142857142,0.09863013698630137
2,18,404.24289615838677,5.142857142857142,0.09863013698630137
2,19,417.0045014863935,5.142857142857142,0.09863013698630137
2,20,427.8864905257801,5.142857142857142,0.09863013698630137
2,21,435.5038828533505,5.142857142857142,0.09863013698630137
2,22,435.5038828533505,5.142857142857142,0.09863013698630137
2,23,427.8864905257801,5.142857142857142,0.09863013698630137
2,24,278.1107504745868,5.142857142857142,0.09863013698630137
2,25,277.81396895533095,5.142857142857142,0.09863013698630137
2,26,278.50645916692787,5.142857142857142,0.09863013698630137
2,27,281.27642001331776,5.142857142857142,0.09863013698630137
2,28,281.57320153257353,5.142857142857142,0.09863013698630137
2,29,282.26569174417045,5.142857142857142,0.09863013698630137
2,30,283.9474536866212,5.142857142857142,0.09863013698630137
2,31,285.7281428021572,5.142857142857142,0.09863013698630137
2,32,282.9581819557685,5.142857142857142,0.09863013698630137
2,33,279.8914395901229,5.142857142857142,0.09863013698630137
2,34,272.96653747414933,5.142857142857142,0.09863013698630137
2,35,263.3706016848723,5.142857142857142,0.09863013698630137
2,36,254.76393762644813,5.142857142857142,0.09863013698630137
2,37,251.0047050492056,5.142857142857142,0.09863013698630137
2,38,249.61972462601062,5.142857142857142,0.09863013698630137
2,39,249.32294310675482,5.142857142857142,0.09863013698630137
2,40,251.69719526080362,5.142857142857142,0.09863013698630137
2,41,253.77466589559543,5.142857142857142,0.09863013698630137
2,42,258.91887889603186,5.142857142857142,0.09863013698630137
2,43,267.525542954456,5.142857142857142,0.09863013698630137
2,44,274.35151789734425,5.142857142857142,0.09863013698630137
2,45,278.50645916692787,5.142857142857142,0.09863013698630137
2,46,279.1989493785248,5.142857142857142,0.09863013698630137
2,47,274.35151789734425,5.142857142857142,0.09863013698630137
2,48,278.1107504745868,5.142857142857142,0.09863013698630137
2,49,277.81396895533095,5.142857142857142,0.09863013698630137
2,50,278.50645916692787,5.142857142857142,0.09863013698630137
2,51,281.27642001331776,5.142857142857142,0.09863013698630137
2,52,281.57320153257353,5.142857142857142,0.09863013698630137
2,53,282.26569174417045,5.142857142857142,0.09863013698630137
2,54,283.9474536866212,5.142857142857142,0.09863013698630137
2,55,285.7281428021572,5.142857142857142,0.09863013698630137
2,56,282.9581819557685,5.142857142857142,0.09863013698630137
2,57,279.8914395901229,5.142857142857142,0.09863013698630137
2,58,272.96653747414933,5.142857142857142,0.09863013698630137
2,59,263.3706016848723,5.142857142857142,0.09863013698630137
2,60,254.76393762644813,5.142857142857142,0.09863013698630137
2,61,251.0047050492056,5.142857142857142,0.09863013698630137
2,62,249.61972462601062,5.142857142857142,0.09863013698630137
2,63,249.32294310675482,5.142857142857142,0.09863013698630137
2,64,251.69719526080362,5.142857142857142,0.09863013698630137
2,65,253.77466589559543,5.142857142857142,0.09863013698630137
2,66,258.91887889603186,5.142857142857142,0.09863013698630137
2,67,267.525542954456,5.142857142857142,0.09863013698630137
2,68,274.35151789734425,5.142857142857142,0.09863013698630137
2,69,278.50645916692787,5.142857142857142,0.09863013698630137
2,70,279.1989493785248,5.142857142857142,0.09863013698630137
2,71,274.35151789734425,5.142857142857142,0.09863013698630137
2,72,278.1107504745868,5.142857142857142,0.09863013698630137
2,73,277.81396895533095,5.142857142857142,0.09863013698630137
2,74,278.50645916692787,5.142857142857142,0.09863013698630137
2,75,281.27642001331776,5.142857142857142,0.09863013698630137
2,76,281.57320153257353,5.142857142857142,0.09863013698630137
2,77,282.26569174417045,5.142857142857142,0.09863013698630137
2,78,283.9474536866212,5.142857142857142,0.09863013698630137
2,79,285.7281428021572,5.142857142857142,0.09863013698630137
2,80,282.9581819557685,5.142857142857142,0.09863013698630137
2,81,279.8914395901229,5.142857142857142,0.09863013698630137
2,82,272.96653747414933,5.142857142857142,0.09863013698630137
2,83,263.3706016848723,5.142857142857142,0.09863013698630137
2,84,254.76393762644813,5.142857142857142,0.09863013698630137
2,85,251.0047050492056,5.142857142857142,0.09863013698630137
2,86,249.61972462601062,5.142857142857142,0.09863013698630137
2,87,249.32294310675482,5.142857142857142,0.09863013698630137
2,88,251.69719526080362,5.142857142857142,0.09863013698630137
2,89,253.77466589559543,5.142857142857142,0.09863013698630137
2,90,258.91887889603186,5.142857142857142,0.09863013698630137
2,91,267.525542954456,5.142857142857142,0.09863013698630137
2,92,274.35151789734425,5.142857142857142,0.09863013698630137
2,93,278.50645916692787,5.142857142857142,0.09863013698630137
2,94,279.1989493785248,5.142857142857142,0.09863013698630137
2,95,274.35151789734425,5.142857142857142,0.09863013698630137
2,96,333.1142587100315,5.142857142857142,0.09863013698630137
2,97,333.1142587100315,5.142857142857142,0.09863013698630137
2,98,333.4110402292874,5.142857142857142,0.09863013698630137
2,99,337.3681271527004,5.142857142857142,0.09863013698630137
2,100,336.9724184603593,5.142857142857142,0.09863013698630137
2,101,337.76383584504157,5.142857142857142,0.09863013698630137
2,102,340.53379669143135,5.142857142857142,0.09863013698630137
2,103,342.31448580696735,5.142857142857142,0.09863013698630137
2,104,339.1488162682364,5.142857142857142,0.09863013698630137
2,105,335.1917293448234,5.142857142857142,0.09863013698630137
2,106,327.07970115182655,5.142857142857142,0.09863013698630137
2,107,315.40629472775663,5.142857142857142,0.09863013698630137
2,108,305.4146502461386,5.142857142857142,0.09863013698630137
2,109,300.7650731111275,5.142857142857142,0.09863013698630137
2,110,299.08331116867674,5.142857142857142,0.09863013698630137
2,111,299.08331116867674,5.142857142857142,0.09863013698630137
2,112,301.8532720150666,5.142857142857142,0.09863013698630137
2,113,304.0296698229437,5.142857142857142,0.09863013698630137
2,114,310.3610089004044,5.142857142857142,0.09863013698630137
2,115,320.35265338202356,5.142857142857142,0.09863013698630137
2,116,328.8603902673626,5.142857142857142,0.09863013698630137
2,117,334.2024576139695,5.142857142857142,0.09863013698630137
2,118,334.2024576139695,5.142857142857142,0.09863013698630137
2,119,328.4646815750204,5.142857142857142,0.09863013698630137
2,120,352.7018389809265,5.142857142857142,0.09863013698630137
2,121,352.00934876932956,5.142857142857142,0.09863013698630137
2,122,353.0975476732688,5.142857142857142,0.09863013698630137
2,123,356.6589259043408,5.142857142857142,0.09863013698630137
2,124,356.6589259043408,5.142857142857142,0.09863013698630137
2,125,357.35141611593883,5.142857142857142,0.09863013698630137
2,126,359.82459544307164,5.142857142857142,0.09863013698630137
2,127,362.00099325094993,5.142857142857142,0.09863013698630137
2,128,358.83532371221895,5.142857142857142,0.09863013698630137
2,129,354.87823678880585,5.142857142857142,0.09863013698630137
2,130,345.48015534569834,5.142857142857142,0.09863013698630137
2,131,333.3121130562021,5.142857142857142,0.09863013698630137
2,132,322.9247598822418,5.142857142857142,0.09863013698630137
2,133,318.57196426648756,5.142857142857142,0.09863013698630137
2,134,316.79127515095155,5.142857142857142,0.09863013698630137
2,135,316.3955664586106,5.142857142857142,0.09863013698630137
2,136,319.3633816511698,5.142857142857142,0.09863013698630137
2,137,321.8365609783038,5.142857142857142,0.09863013698630137
2,138,328.2668272288499,5.142857142857142,0.09863013698630137
2,139,338.3573988835543,5.142857142857142,0.09863013698630137
2,140,347.6565531535754,5.142857142857142,0.09863013698630137
2,141,353.39432919252454,5.142857142857142,0.09863013698630137
2,142,353.39432919252454,5.142857142857142,0.09863013698630137
2,143,347.3597716343196,5.142857142857142,0.09863013698630137
2,144,372.09156490565323,5.142857142857142,0.09863013698630137
2,145,371.3990746940563,5.142857142857142,0.09863013698630137
2,146,372.09156490565323,5.142857142857142,0.09863013698630137
2,147,376.8400692137496,5.142857142857142,0.09863013698630137
2,148,376.8400692137496,5.142857142857142,0.09863013698630137
2,149,377.53255942534656,5.142857142857142,0.09863013698630137
2,150,380.1046659255647,5.142857142857142,0.09863013698630137
2,151,382.281063733443,5.142857142857142,0.09863013698630137
2,152,379.01646702162674,5.142857142857142,0.09863013698630137
2,153,374.9604529251283,5.142857142857142,0.09863013698630137
2,154,365.16666278967864,5.142857142857142,0.09863013698630137
2,155,351.81149442315905,5.142857142857142,0.09863013698630137
2,156,340.53379669143135,5.142857142857142,0.09863013698630137
2,157,336.181001075676,5.142857142857142,0.09863013698630137
2,158,334.30138478705476,5.142857142857142,0.09863013698630137
2,159,334.004603267799,5.142857142857142,0.09863013698630137
2,160,337.26919997961517,5.142857142857142,0.09863013698630137
2,161,339.74237930674803,5.142857142857142,0.09863013698630137
2,162,346.66728142272154,5.142857142857142,0.09863013698630137
2,163,357.5492704621082,5.142857142857142,0.09863013698630137
2,164,367.04627907829985,5.142857142857142,0.09863013698630137
2,165,373.1797638095924,5.142857142857142,0.09863013698630137
2,166,373.1797638095924,5.142857142857142,0.09863013698630137
2,167,367.04627907829985,5.142857142857142,0.09863013698630137
3,0,140.40412553980337,7.0,0.13424657534246576
3,1,140.40412553980337,7.0,0.13424657534246576
3,2,140.99768857831504,7.0,0.13424657534246576
3,3,143.17408638619324,7.0,0.13424657534246576
3,4,144.46013963630176,7.0,0.13424657534246576
3,5,144.16335811704596,7.0,0.13424657534246576
3,6,143.86657659779013,7.0,0.13424657534246576
3,7,139.81056250129177,7.0,0.13424657534246576
3,8,133.28136907765935,7.0,0.13424657534246576
3,9,123.98221480763819,7.0,0.13424657534246576
3,10,114.28735184527596,7.0,0.13424657534246576
3,11,107.16459538313251,7.0,0.13424657534246576
3,12,101.03111065184184,7.0,0.13424657534246576
3,13,99.74505740173252,7.0,0.13424657534246576
3,14,101.92145520960986,7.0,0.13424657534246576
3,15,106.2742508253645,7.0,0.13424657534246576
3,16,112.11095403739911,7.0,0.13424657534246576
3,17,120.51976374965145,7.0,0.13424657534246576
3,18,127.64252021179551,7.0,0.13424657534246576
3,19,134.46849515468372,7.0,0.13424657534246576
3,20,138.5245092511821,7.0,0.13424657534246576
3,21,140.40412553980337,7.0,0.13424657534246576
3,22,140.1073440205476,7.0,0.13424657534246576
3,23,138.5245092511821,7.0,0.13424657534246576
3,24,112.11095403739911,7.0,0.13424657534246576
3,25,112.11095403739911,7.0,0.13424657534246576
3,26,113.10022576825158,7.0,0.13424657534246576
